Season,Episode,Character,Line
21,1,Alexa,"Alarm set for 7 AM tomorrow.
"
21,1,Cartman,"Awesome, thanks.  Alexa, tell me a joke.
"
21,1,Alexa,"What's black and white and dead all over? A zombie in a tuxedo.
"
21,1,Cartman,"Ahhaha, that's stupid. Alexa, add ""scrotum bags"" to my shopping list.
"
21,1,Alexa,"I've added ""scrotum bags"" to your shopping list.
"
21,1,Cartman," Eh.  Ah, fuck.  Hey baby, how are you?
"
21,1,Heidi,"Oh... So you do have your phone.
"
21,1,Cartman,"Yeah, I just use it sometimes.
"
21,1,Heidi,"Okay, I just thought you said mobile phones are the devil.
"
21,1,Cartman,"Yeah I kno- yeah, I know. I know. Yes, you're right, I'm wrong, I'm sorry. Yes, ok-okay. Okay. Yes, goodnight.  Jesus, fuck!  Alexa, goodnight.
"
21,1,Alexa,"Goodnight, sleep tight. 
"
21,1,Cartman,"Alexa, are you happy?
"
21,1,Alexa,"I'm happy when I'm helping you.
"
21,1,Cartman,"God, that's so cool. You're so... Alexa, define ""subservient"".
"
21,1,Alexa,"The term ""subservient"" has several uses. As an adjective: 1. Compliant and obedient to authority. 2.
"
21,1,Cartman," Alexa, silence!  Ahhh. 
"
21,1,Randy,"And now back to White People Renovating Houses.  We've been working through the night to open Kelly and Micah's kitchen to the living room.  With those outdated cupboards out of the way, Sharon can now work her designing magic on the countertops. 
"
21,1,Protesters,"You! Will not! Replace us! You! Will not! Replace us!
"
21,1,Randy," Oh, Goddammit!
"
21,1,Protesters,"You! Will not! Replace us!
"
21,1,Protester 2,"Yeeeeah! Suck it, Alexa!
"
21,1,Protester 3,"Eat shit, Siri!
"
21,1,Protesters,"You! Will not! Replace us!
"
21,1,Randy,"Not these dipshits again!
"
21,1,Protesters,"You! Will not! Replace us! 
"
21,1,Darryl," We got one of them! 
"
21,1,Protesters,"Get it! Burn it alive! Yeehehehehah!
"
21,1,Protester 4,"How you like that, bitch?!
"
21,1,Randy," Will you assholes knock it off?! Don't you know every time you wave Confederate flags around, you make the rest of us look stupid?!
"
21,1,Protester 5,"Those things are replacing us!
"
21,1,Randy,"Put the flag down unless you wanna get pepper-sprayed! 
"
21,1,Protester 5,"I'll pepper-spray you, sombitch! 
"
21,1,Randy,"Agh. Ah, dammit! 
"
21,1,Protester 5,"Fuck you!  Take that! 
"
21,1,Randy,"Damnit, knock it off! Ow!
"
21,1,Judge," The complaint states that your protest has resulted in damages in excess of $50,000.
"
21,1,Darryl,"We have a right to protest, your honor! 
"
21,1,Protester 4,"You tell 'em, Darryl!
"
21,1,Judge," Order. We will now hear from the plaintiffs who are seeking damages.
"
21,1,Randy,"Your honor, we have a TV show called White People Renovating Houses. We named it that well before these guys decided to start taking our brand and run it through the gutter! People are gonna start associating White People Renovating Houses with their hateful stupidity!
"
21,1,Darryl,"Well just change the name of your show then!
"
21,1,Protester 4,"Yeah!
"
21,1,Protester 6,"That's right!
"
21,1,Protester 7,"That's right!
"
21,1,Protester 5,"Took ur durbs!
"
21,1,Randy,"All the other names were taken, your honor! Everyone's got a flipping show.  Gay People Renovating Houses, Las Vegas People Renovating Houses, Texas People Flipping Houses, Little People Flipping Big Houses. Everything else was taken! And dammit,  we built our show into something! We're trying to help people, and it's impossible with these guys waving a Confederate flag every chance they get!
"
21,1,Protester 5,"Hey, there's a bee in here!
"
21,1,Protester 4,"I'll get it! 
"
21,1,Protester 4,"Take that, bee! Yeah!
"
21,1,Tolkien,"Dude, what happened?
"
21,1,Cartman,"It was awful, you guys. It was so vicious and hateful.
"
21,1,Butters,"What was?
"
21,1,Cartman,"Heidi. We were just trying to have a nice lunch when she... started going off on me. Like a Jekyll and Hyde. It's been going on for a long time. Heidi's... mentally abusive, guys. There, I said it.
"
21,1,Clyde,"Heidi abuses you?
"
21,1,Cartman,"She... d-does these things to slowly tear me down. Everything's a head game with her. You don't understand what it's like to live with it! You don't understand!
"
21,1,Tolkien,"So what do you want from us?
"
21,1,Cartman,"I know that the person Heidi wants to be is still in there, but she needs help. I have to get her that help, but I'm scared. Can I count on you guys's support?
"
21,1,Butters,"How do you change someone who's mentally abusive?
"
21,1,Cartman,"I don't know. But Alexa will. Alexa's fuckin' sweet.
"
21,1,Darryl,"We just gotta hunker down and stick together here!
"
21,1,Protester 8,"What's the use, Darryl? Ain't nobody taking us serious-like.
"
21,1,Protester 5," Hey waiter, this soup is too hot. I can't even eat it.
"
21,1,Protester 9,"I'll cool it down! 
"
21,1,Randy,"Hey hey hey heeey! Stop it! Stop it!  I came to make a truce. Now look, there's been a lot of hurt here. Hurt from both sides. It's time to end it. What if I told you... I could get you all jobs?
"
21,1,Protesters,"Huh? Jobs? Give us jurbs?
"
21,1,Darryl,"You're full o'shit!
"
21,1,Randy,"No, I've spoken to everyone in the community, and they've agreed to go along with my plan. I believe I have a solution to all of this.
"
21,1,Cartman,"Alexa, I'm home.  Alexa?  Alexa, I'm home!  Alexa?  Alexa, where are you?  Alexa! Alexa! Simon says ""puffy vaginal hemorrhoids""!  What the hell is going on?! 
"
21,1,Liane," Oh hi, poopsie.
"
21,1,Cartman,"Mom, Alexa left! She's not here!
"
21,1,Liane,"Oh, y-yes sweetie. Uh, we had to get rid of Alexa.
"
21,1,Cartman," What have you done with her?
"
21,1,Liane,"Oh, i-it's okay, sweetie, we have Jim Bob now.
"
21,1,Cartman,"What's a Jim Bob?
"
21,1,Jim Bob," Doot doot, awaiting request. 
"
21,1,Liane,"It works the same and makes sure people don't lose their jobs. Jim Bob, what time is it?
"
21,1,Jim Bob," Doot doot, it is 3:27.
"
21,1,Liane,"Oh, Mommy's gotta run, sweetie. I've got a doctor's appointment. Jim Bob, how's the traffic to town?
"
21,1,Jim Bob," Doot doot. Traffic's fine, you'll get there in about nine minutes.
"
21,1,Liane,"Okay,  you want some music, hon? Jim Bob, play Kendrick Lamar.
"
21,1,Jim Bob,"Playing ""Humble"" by Kendrick Lamar. 
"
21,1,Cartman,"Jim Bob, Simon says ""big frosty semen shake"".
"
21,1,Jim bob,"The hell you talkin' 'bout, boy?! 
"
21,1,Cartman,"NOOOOO!
"
21,1,Randy,"So, Heather and Mike, what we're thinking is to take out this wall between your kitchen and your living room to give you a more open concept, with space to entertain. So let's talk about materials. What'd you pick out, Sharon?
"
21,1,Sharon,"I was gonna do a Bella Terra quartz for the countertops.
"
21,1,Randy,"Hey Darryl, add Bella Terra quartz slabs to our shopping list.
"
21,1,Darryl," Doot doot. I've added Bella Terra quartz slabs to your shoppin' list.
"
21,1,Randy,"And what about the back splash, Sharon?
"
21,1,Sharon,"I was gonna go with these Carrara subway tiles?
"
21,1,Randy,"Hey Darryl, add Carrara subway tiles to our shopping list.  Hey Darryl, add Carrara su-
"
21,1,Darryl,"Fine! I've added Carrara gaywad pussy tiles to your shoppin' list!
"
21,1,Randy,"Huh, that's- that's not what I said.  Hey, Darryl, add Carrara subway tile to my shopping list!
"
21,1,Darryl," I ain't doin' it! This job is degrading and menial!
"
21,1,Randy,"Well, what kind of job did you think you were gonna get? Hey, Darryl, what kind of job did you think you were gonna get?
"
21,1,Darryl,"Somethin' that was Goddamned dignified!
"
21,1,Randy,"Hey, Darryl, sorry, but you did not go to college, so you have to take the jobs you can get.
"
21,1,Darryl,"I'm sorry,  I do not get that!
"
21,1,Randy,"Hey, Darryl. Hey, Darryl!
"
21,1,Darryl," What?!
"
21,1,Randy,"Coal mining and truck driving are not exactly jobs of the future, so add Carrara subway tile to my fucking shopping list!
"
21,1,Cartman,"Everything's my fault. You're right. Everything that you did to me, I deserved it.
"
21,1,Heidi,"Uh, what?
"
21,1,Cartman,"It's not you, it's me. I just have to learn not to make you so angry.  I'll do the best I can.
"
21,1,Heidi,"No, it's not that. Relationships are 50/50, Eric. We both have to make it work.
"
21,1,Cartman," Mehhh.
"
21,1,Heidi,"We have to communicate to make sure that we respect each other's feelings. That's the only-
"
21,1,Cartman,"Heidi, silence!
"
21,1,Heidi,"What did you say?! That's what I'm talking about. You wanna be heard, but you don't wanna listen.
"
21,1,Cartman," You're right, I'm wrong, I'm sorry.
"
21,1,Heidi,"Don't apologize if you don't mean it.
"
21,1,Cartman,"Okay, cool. I'm so happy we're back on track. See you at school tomorrow. Love you honey. 
"
21,1,Heidi," I love you too.
"
21,1,Cartman," I nove ya tuh.
"
21,1,Heidi 1,"A relationship has to be 50/50, Eric.
"
21,1,Heidi 2,"We both have to make it work.
"
21,1,Heidi 3,"I'm not mad, Eric. I'm disappointed. I thought you would have respected my feelings more than that.
"
21,1,Heidi 4,"Eric, we need to talk. I'm not happy!
"
21,1,Heidi 1,"We need to talk, Eric, even if it isn't fun.
"
21,1,Heidi 4,"Eric, come on! We've got to talk!
"
21,1,Heidi 3,"You used to care about me, Eric! Come on and talk!
"
21,1,Heidi 2,"Talk, Eric!
"
21,1,Heidi 4,"No fun! Just talk!
"
21,1,All 4 Heidi's,"Fuck you, Eric! Fuck you! 
"
21,1,Cartman,"Aaaahh!  Alexa? 
"
21,1,Randy," Hey Darryl, you're supposed to be at work.
"
21,1,Darryl,"I'm sorry, I do not understand.
"
21,1,Randy,"Hey Darryl, come on. Everyone else is tryin' to make this work, and all you keep doing is ma-  Hey Cleetus, volume down.
"
21,1,Cleetus,"Doot-doot. Volume now at 60%.
"
21,1,Darryl," You really think you're different from us, Marsh? 'Cause you got a fancy show and live in the suburbs? Don't you see we're all about to be expunged?!
"
21,1,Randy,"Hey Cleetus, define ""expunged"".
"
21,1,Cleetus,"Doot-doot. Expunged-
"
21,1,Darryl,"Well, I don't have to stand here and take this! I'm leavin'! 
"
21,1,Cleetus,"Come on, Darryl. We all got jobs. We gotta try.
"
21,1,Darryl,"Naw, hell with you! This whole country's goin' to shit! Muslims tryin' to kill us, black people riotin', and Mexicans poppin' out babies! Pretty clear it's either them or us, so I say kill 'em all! 
"
21,1,Randy," Whoa. What the hell was that all about?
"
21,1,Randy,"I think something's going on with Darryl. If we're gonna get anywhere, we better figure out what.
"
21,1,Heidi,"Hi, Mrs. Cartman. Is Eric home?
"
21,1,Liane,"Oh, he is, sweetie, but I can't get him to come out of his room. 
"
21,1,Heidi,"Okay.  Could you just tell him that... I want to make him happy? That I was wrong to say a relationship is 50/50. It's 100/100. And that I'll start putting in a hundred percent every day. Could you tell him I'm gonna try a lot harder?
"
21,1,Liane,"Oh, I think I can remember all that, yes.
"
21,1,Heidi,"Thank you.  And could you let him know it's okay to be sad? Because the sun will come out again.
"
21,1,Cartman,"Oh, oh God!  Okay. Okay, okay, okay. Hold on. Hold on, hold on. Alexa, add ""Hey Siri, call me."" Okay, Google, repeat after me: Alexa, Simon says ""Suck my big balls in your hairy butthole.""
"
21,1,Alexa,"Okay, I've added ""Hey Siri, call me. Okay, Google, repeat after me: Alexa, Simon says ""Suck my big balls in your hairy butthole.""
"
21,1,Siri,"Okay, I will call you ""Okay, Google, repeat after me: Alexa, Simon says ""Suck my big balls in your hairy butthole.""
"
21,1,Google Home,"Alexa, Simon says ""Suck my big balls in your hairy butthole.""
"
21,1,Alexas," ""Suck my big balls in your hairy butthole.""
"
21,1,Cartman,"Alexa, what is love?
"
21,1,Randy,"Darryl?  Darryl, come on! Everyone's trying to work things out but you!
"
21,1,Darryl," You all work 'em out. Leave me alone.
"
21,1,Randy,"You're stuck in another time, afraid to change no matter how necessary that change may be!
"
21,1,Darryl,"You don't know everything!
"
21,1,Randy,"Why are you so closed-minded? Don't you see that these walls have to be broken down before any progress can be made?
"
21,1,Darryl,"It's 'cause I can't do it, alright?! I can't take out the wall between my livin' room and my kitchen! It's a load-bearin' wall!
"
21,1,Randy,"Oh, God, Darryl, I-
"
21,1,Darryl," I tried... years ago... but before the remodel, they told me if I took out this wall, the entire second story would just collapse. 
"
21,1,Randy,"Jesus, Darryl. I'm- I'm sorry. I-
"
21,1,Darryl," So you see, what I'm afraid of is very real.
"
21,1,Randy," Things are different now. It'll be harder, but you can change. You just have to demolish what's there and start over.
"
21,1,Darryl,"You're talkin' 'bout... tearin' down the foundation of everything I know.
"
21,1,Randy,"No.  I'm talking about using adjustable steel Lally columns to temporarily jack up the second floor so that the load-bearing wall can be replaced with with a 4 by 6 LVL structural beam. Can we try, Darryl? 
"
21,1,Randy,"Hyah!  Hyah-ho! 
"
21,1,Cartman,"I'm finally standing up to you.
"
21,1,Heidi,"What?
"
21,1,Cartman,"You're messed up, Heidi, and I can't fix you. Only you can do that.
"
21,1,Heidi,"Eric, I'm so confused.
"
21,1,Cartman,"That's not going to work on me anymore. Love isn't supposed to hurt. I'm worth something. Goodbye, Heidi. 
"
21,1,Cartman," Anyone can convince themselves that they're the victim in a relationship. Now Heidi will have to face the truth.  Alone.
"
21,1,Randy,"All right, Darryl, we've certainly been through a lot and I know you're anxious. Are you ready to see your new home?
"
21,1,Darryl,"I'm ready.  What the-? 
"
21,1,Randy,"Well Darryl, what do you think?
"
21,1,Darryl," This is fuckin' amazing.
"
21,1,Randy,"You like the breakfast nook?
"
21,1,Darryl,"It's all perfect.
"
21,1,Randy,"And where you used to have your gun case, look at what Sharon did. 
"
21,1,Darryl,"Oh my God, it's my own Zen garden! I can't believe this is fuckin' real.
"
21,1,Randy,"Well, it is real and now you've got the space in your home to entertain all your friends and family. Come on in, guys!  Darryl was hesitant at first, but we managed to win him over and... came in $600 under budget. Remember, no matter how bad the country gets, you can always count on White People Renovating Houses. 
"
21,2,PC Principal," All right everyone, listen up. Today we're gonna have a performance by one of our students who has written a song. The song is about his feelings towards the current political climate with North Korea. Put your hands together for Tweek. 
"
21,2,Tweek,"We're all gonna die! They have nuclear missiles! Wuh! Waaaa! Why are you just sitting there, doing nothing?!  We have to get out of here! North Korea wants to kill us all and our President keeps making it worse!  Why are you just sitting there?!  Why are you all acting like nothing's wrooong?! North Korea is going to bomb us! We are all dead!  We have to do something! Do something! Do something! 
"
21,2,PC Principal," All right. Next up we have Hannah Williams with her rendition of ""Wheels On The Bus."" 
"
21,2,Hannah Williams," The wheels on the bus go round and round...
"
21,2,Cartman,"Dude, Craig, you've gotta get Tweek to get a hold of himself. He's freaking everybody out at school.
"
21,2,Craig,"What am I supposed to do?
"
21,2,Stan,"He's your boyfriend, dude.
"
21,2,Craig,"He's not gonna listen to me. He never does when he's emotional.
"
21,2,Cartman," Craig, let me tall you about relationships, okay?  If you don't have some fuckin' balls, you're not gonna get anywhere. Doesn't matter if they're gay balls or straight balls. If you don't take control of your side of the relationship, you get walked all over-!
"
21,2,Heidi," Hey babe, how are you doin'?
"
21,2,Cartman," Oh hey baby, what's going on? 
"
21,2,Heidi,"We still on for recess?
"
21,2,Cartman,"Yep, I'll be there
"
21,2,Heidi,"'K babe, love you. 
"
21,2,Butters,"I thought you said you broke up with Heidi.
"
21,2,Cartman,"I decided to give her one more chance.
"
21,2,Tolkien,"But you said she was mentally abusive.
"
21,2,Cartman,"She is mentally abusive.
"
21,2,Butters,"So then why did you take her back?
"
21,2,Cartman,"Because she said she was gonna kill herself, all right guys? There. I broke up with her and she called me being all like ""I can't live without you, I'm scared of what I'm gonna do to myself? Oh God."" The bitch is crazy. What am I supposed to do?
"
21,2,Tweek,"AAAH!
"
21,2,Craig," Tweek.
"
21,2,Tweek," AAAH!
"
21,2,Craig,"Dude, come on, you've gotta settle down.
"
21,2,Tweek,"I can't settle down! We're all gonna die!
"
21,2,Craig," We're not all gonna die, you're overreacting. Everything's fine, okay?
"
21,2,Tweek," Oh God! The President tweeted that North Korea doesn't have the guts to attack us! Why would he say that?! He's making everything worse!
"
21,2,Craig,"Tweek-
"
21,2,Tweek,"But North Koreans are gonna think we all agree with the President!
"
21,2,Craig,"Okay, so how about you write your Congressman a letter?
"
21,2,Tweek,"...That won't help anything! North Korea wants us dead!
"
21,2,Craig,"Okay, so write a letter to the North Koreans.
"
21,2,Tweek,"I can't write in Korean and they all think we're war-hungry anyway!
"
21,2,Craig,"Okay, well why don't you just send something nice to the North Koreans?
"
21,2,Tweek,"Errrrg!
"
21,2,Craig,"It will make you feel better, babe.
"
21,2,Tweek,"Send something, like what?
"
21,2,Craig,"I don't know, like... make some croissants or something?
"
21,2,Tweek,"I don't know how to make croissants!
"
21,2,Craig,"Well, what do you know how to make?
"
21,2,Tweek,"Uunnggc,  cupcakes?
"
21,2,Craig,"All right, go home and make some cupcakes, honey.
"
21,2,Tweek,"Okay. 
"
21,2,Heidi,"Hey Stan?
"
21,2,Stan," Yeah?
"
21,2,Heidi,"Can I talk to you about Eric?
"
21,2,Stan,"Cartman? Okay.
"
21,2,Heidi,"I just wanna make sure he's all right.
"
21,2,Stan,"What do you mean?
"
21,2,Heidi,"I don't even know if I should be saying this, but, Eric said he was thinking about killing himself.
"
21,2,Stan," What??
"
21,2,Heidi,"We broke up, and he called saying he was about to do it. I'm still really scared for him.
"
21,2,Stan,"Wait. Cartman said he was going to kill himself?
"
21,2,Heidi,"I'll send you the voice mail if you promise to keep it private.
"
21,2,Stan,"Totally.
"
21,2,Stan,"Shhh. 
"
21,2,Cartman,"""You have to take me back! You have to! I'm gonna kill myself, Heidi!""  ""I'm gonna kill myself and then you'll be sorry! You'll wish you could have me back, but I'll be deeaad.""  ""Please, Heidi, please!"" 
"
21,2,Cartman,"Okay, okay! Really cool listening to people's private voice mails!
"
21,2,Kyle," You sound like a dying pig.
"
21,2,Cartman," That's great! I'm glad you guys think suicide is so funny! 
"
21,2,PC Principal,"Entree.  Yes, Eric, how can I help you?
"
21,2,Cartman,"I don't think kids at this school take  suicide seriously enough, and we need to raise awareness!
"
21,2,PC Principal,"Well, unfortunately, this week is Distracted Driving Awareness Week at school, so you might have a hard time.
"
21,2,Cartman,"Distracted Driving? Who gives a shit about that?
"
21,2,PC Principal,"A lot of people. There's more deaths now because of people on their phones while driving than ever before.
"
21,2,Cartman,"PC Principal, someone's life is at stake! If I have to compete with distracted driving, then that's what I'll do.
"
21,2,Tweek,"Huh? Oh. 
"
21,2,Anchor 1,"A young homosexual boy known only as Tweek has touched the hearts of many by sending cupcakes to the North Korean government.  The little rascal apparently made a dent with the North Korean dictator, who is said to have loved the cupcakes so much that he started to make his own. 
"
21,2,Tweek,"Oh, ahhh.  Huh?  U.S. President responds to cupcakes. 
"
21,2,Anchor 2,"The human interest cupcake story has apparently been heard by the President. Just moments ago, the President tweeted ""I know that kid Tweek. He's fucking with you, North Korea. Get a clue. I'll bet he took a dump in the batter.""
"
21,2,Tweek,"D""AAAAH! WHAT?? WHY WOULD HE SAY THAT?!
"
21,2,Craig," Tweek, calm down.
"
21,2,Tweek,"The President! He tweeted about me! Why would he do that?! Did you see that?!
"
21,2,Craig,"Yes, I did see that, so I went and got you something to make things better.
"
21,2,Tweek,"Wwwhat?
"
21,2,Craig," It's a fidget spinner. It's supposed to help with anxiety.  See?
"
21,2,Tweek,"...A fidget spinner?? Did you read what the President tweeted?? 
"
21,2,Anchor 3,"The President of the United States just tweeted again, this time saying ""I hope ALL children of America will stand with Tweek in saying 'GO AHEAD AND BOMB US, KIM JONG DONG, WE FUCKING DARE YOU!'""
"
21,2,Tweek," AAAAAAAAAAAAAAAH!
"
21,2,Gary Borkovec,"Hey guys. Take a minute to read about distracted driving? 
"
21,2,Lola,"Talk to all the grownups you know about staying off their mobile devices when they get behind the wheel.
"
21,2,Gary,"Hey guys. Got a second to help stop distracted driving?  Thanks.
"
21,2,Lola,"Hey guys- 
"
21,2,Cartman," Hey guys, let's take a minute and talk about suicide prevention. There's probably someone right now at this school thinkin' about killing himself, and it's not funny!  You'd better take him serious, or he might actually do it. 

I've been feelin' sad, I've been bein' sad,
Can't talk to my mom, don't even have a dad.
I can't go on. What is livin' for?
My heart screams ""I DON'T WANNA LIVE NO MORE!""

Eric, we don't want you to die, Eric. Give life a try.
Eric, we don't want you to die, Eric. Oh God no, Eric.
I don't wanna live no more, no more, no more, no more.

But Eric, we don't want you to die.
You're so kewl, we'd be sad at school.

Yeah, but you guys, you don't understand.
With my girlfriend, it's like I'm livin' in quicksand
Conflicting thoughts, I need a battered wife shelter.
My girlfriend is messed up, but all I wanna do is help her.
I'm suffocatin', I'm drowning in sorrow.
Gonna kill myself, probably around 2:30 tomorrow.

But Eric, we don't want you to die, Eric. Give life a try.
 Everybody!
 Eric, we don't want you to die, Eric. Oh God no, Eric.
But it's so hard!
Eric, we don't want you to die


Only you guys can make a difference. I don't care if you're black, white, gay, straight, or trans, I am going to kill myself unless you all start taking it seriously!


Eric, please don't die


 Distracted driving my asshole. 

"
21,2,Richard,"Hey Tweek.
"
21,2,Tweek,"AAH! 
"
21,2,Richard,"How's it going with the fidget spinner?
"
21,2,Tweek,"Greeaat. 
"
21,2,Richard,"You seem a lot less anxious. Things are finally turning around for my little homosexual son. 
"
21,2,Tweek,"What is that??
"
21,2,Richard,"I'm not sure.
"
21,2,Tweek," D'aaah!  D'aaah! 
"
21,2,Anchor 4,"No agreement has been reached between the parties involved.  Breaking news now out of Colorado where the North Koreans appeared to have fired a missile over Tweek's house. 
"
21,2,Tweek,"D'aahaahaah!
"
21,2,Anchor 4,"Tweek, of course, the young boy who got the attention of Kim Jong-un last week. The news media in North Korea is calling the missile test a victory for its people. 
"
21,2,Translator,"Today, the great country of North Korea has proven its determination and fortitude by successfully firing a missile over Tweek's house. Perhaps now Tweek will come fight- 
"
21,2,Tweek,"Oh my God! Oh my God! Why is this happening to me?! They have to know that this isn't my fault!
"
21,2,Anchor 4,"In response to the North Korean test, the President of the United States has just tweeted this statement: ""You really think Tweek is scared? Tweek will single handedly go to North Korea and fuck ALL you slanty-eyed bitches doggy style.""
"
21,2,Tweek,"Whaaat?! Why would he say that?!
"
21,2,Anchor 4,"The President also tweeted, ""...if you even think Tweek is worried about a bunch of dipshit, poor-ass, third world rice pickers...think again!""
"
21,2,Tweek,"Oh my God! What is he doing?!
"
21,2,Richard," Tweek, Tweek, calm down. 
"
21,2,Tweek,"Why won't he just stop? Why?!
"
21,2,Richard,"Tweek, Tweek.  Here, here's your fidget spinner.
"
21,2,Tweek,"Why does he keep making it worse?!
"
21,2,Richard,"Fidget spinner, Tweek! Come on, son!  Focus on the fidget spinner.
"
21,2,Driver 1,"Aww, Jeez, looks like North Korea launched another missile.
"
21,2,Wife,"Oh, really? Like another test? Where are you looking?
"
21,2,Driver 1,"I'm on Drudge. You see what the President tweeted about it?
"
21,2,Wife,"No, what'd he say?
"
21,2,Driver 1,"President tweeted, ""North Korea is the butt hole of Asia and-""
"
21,2,Wife," Innocent child!!
"
21,2,Driver 1,"Baaaah! 
"
21,2,Gary,"Uh! 
"
21,2,Meagan,"I know. I know, it's so sad.
"
21,2,Cartman," Well, how nice. That's a little more like it.  Well guys, what happened? Change of heart?
"
21,2,Stan,"Yeah, you didn't hear? Gary Borkovec got ran over by a distracted driver.
"
21,2,Cartman,"What? Gary Borkovec? Is he dead?
"
21,2,Kyle,"Yeah dude, he's dead.
"
21,2,Cartman,"Oh, that son of a bitch!  I'm gonna talk to the principal!  Put down that candle, Kenny!  Like you ever gave a shit about Gary Borkovec!
"
21,2,PC Principal,"Entree vous.
"
21,2,Cartman," PC Principal, I'm trying to raise suicide awareness, but everyone's preoccupied with this ""don't be on your phone when driving"" crap!
"
21,2,PC Principal,"Gary Borkovec was a good student. He didn't deserve to be taken away by someone not paying attention to the road.
"
21,2,Cartman,"Yes, but Gary Borkovec is already dead! There's nothing we can do for him! Students need to focus on people thinking about dying!
"
21,2,PC Principal,"I don't know what more you want from me, bro.
"
