Season,Episode,Character,Line
22,1,PC Principal,"I understand that there have been some problems here at the school lately. A lot of students are experiencing anxiety, and Eric Cartman just wanted to be able to voice his concerns. Go ahead, Eric. 
"
22,1,Cartman,"Tolkien,  There are some terrible things that I realize you might have heard from the other kids here at school. There are some rumors that have been going around, about me, that... that I thought Black Panther was a terrible movie. There's rumors that I said it was a structural mess. You know, that the rhinos were really stupid. I want to assure you that I never said anything like that. I loved Black Panther. So if, you know, you feel like there's a need to come after me, to get back at me, I just need you to know that people are lying, because I like Black Panther just as much as you did. I am not a racist.
"
22,1,Tolkien,"I actually never saw Black Panther.
"
22,1,Cartman," Say what, girlfriend? Whatchoo talkin' 'bout, Willis? Come on, Raj! You never saw Black Panther??
"
22,1,Tolkien,"No, I didn't see it.
"
22,1,Cartman,"But I thought all of you saw it. 
"
22,1,Mr. Mackey,"I got this one.  All right, everyone, get down! Everybody get the fuck down!
"
22,1,Cartman,"Tolkien, let's be honest with each other, okay? Why else would you manipulate my test grades?
"
22,1,PC Principal,"How exactly did Tolkien manipulate your grades, Eric? 
"
22,1,Cartman,"There was a test. I should have got an A on it, but Tolkien did things to make me fail, and it's not fair.
"
22,1,Mr. Mackey,"M'kay, m'kay, who's shootin' up the school?
"
22,1,PC Principal,"Is that true, Tolkien? Did you do somethin' to make Eric fail a test?
"
22,1,Tolkien," I didn't make him fail, no!
"
22,1,Cartman,"You didn't make me fail the test and you didn't see Black Panther. Right.
"
22,1,Mr. Mackey,"Everyone down!
"
22,1,An officer,"Active shooter, active shooter!
"
22,1,Cartman,"I mean, I mean, this is ridiculous.
"
22,1,Mr. Mackey," Over this way! Into the cafeteria! Right over there, m'kay- No, you shot the wrong one!
"
22,1,Sharon,"Thanks for coming, everybody. I'm sure you all heard there was yet another school shooting today. We have to figure out what we're going to do as parents because this whole thing is out of control!  We have to ask ourselves why this is happening and do something now!
"
22,1,Stephen,"Well, you know, Sharon, I think... its a complex issue, you know. It's... it's not really as simple as just...  What I'm saying is that, that with issues like this, sometimes you have to be kind of...  crazy? 
"
22,1,Sharon,"What are you talking about?  Do you understand that our children are being murdered?
"
22,1,Stephen,"Red?
"
22,1,Sharon,"How much closer to home can this all hit?  It was at our children's school!
"
22,1,Stephen," Crazy time. Crazy red time. 
"
22,1,Randy,"I agree with my wife.
"
22,1,Laura,"Well, there certainly are things that need changing. Just yesterday, I was at the park with my son Craig and... have you seen the state of the playground equipment? Not only does it seem unsafe, but it's become quite an eyesore.
"
22,1,Ryan,"The whole park could use an upgrade, if you ask me. It's become a campout for the homeless.
"
22,1,Sharon," ARE YOU FUCKING JOKING?! YOU'RE GONNA TAKE ONE SECOND TO COMPARE CHILD MURDER TO PARK UPGRADES?! WHAT IS WRONG WITH EVERYBODY?! YOU'VE ALL GONE CRAZY!! 
"
22,1,Randy,"...Anybody need a drink?
"
22,1,Cartman," Butters. 
"
22,1,Butters,"Waaah!  Ah! Uh-oh!  Hey Eric.
"
22,1,Cartman,"Butters, I need help. My mom says if I flunk another math test, she's gonna ground me from playing Fortnite.
"
22,1,Butters,"Oh, Jeez, want me to help you study?
"
22,1,Cartman,"No, dumbass, I need to get some dirt on Tolkien so he stops punishing me for what I supposedly said about Black Panther.
"
22,1,Butters,"Oho, Black Panther? Well that was a great movie! 
"
22,1,Cartman,"No it wasn't. But now listen.  There's got to be something Tolkien wouldn't want people to know. Something I can use as leverage.
"
22,1,Butters,"Well, what do you want me to do? I got hall monitor duty.
"
22,1,Cartman,"Just ask around. If you find any dirt on Tolkien, give me a call.
"
22,1,Butters,"Okay, Eric. 
"
22,1,Cartman," This world is full of two types of people:  the ones who are honest, and the ones who don't play by the rules.  Tolkien's got everyone believing he's the one African-American in the entire country who didn't see Black Panther. What else is he lying about? 
"
22,1,Randy," It just gets so hard, you know?  Everything's going fine, and then at a certain time of the month I have to start walking on eggshells.
"
22,1,Stephen,"It's all right, Randy.
"
22,1,Randy,"It's just. it's just once I'd like her to acknowledge it, you know? Just once say ""You know, maybe I was overreacting a little bit 'cause of my hormones.""
"
22,1,Sharon," Randy, they announced on the news there's been another school shooting in Jefferson County!
"
22,1,Randy," Okay, Sharon. Cool.
"
22,1,Sharon,"What is ""cool"" about that?!
"
22,1,Randy,"Nuh-nothing. I love you, sweetheart.
"
22,1,Sharon,"GOD! 
"
22,1,Randy,"I don't know. I don't know how much more of this I can take. It's like, I turn on the TV and dread they'll say something about a school shooting because it's gonna set my wife off.
"
22,1,Stephen,"Well, Randy, have you stopped to think that maybe this problem is bigger than Sharon's period?
"
22,1,Randy," What... what do you mean?
"
22,1,Stephen,"I mean that maybe what's going on really is a big deal. What if this is actually... menopause?
"
22,1,Randy,"Menopause? I don't even know what that is.
"
22,1,Paramedic," Well you see, Mr. Marsh, when the woman's ovaries actually stop producing eggs, it's a significant change. It's this ending of the menstrual cycle in a woman's life that we call menopause.
"
22,1,Randy,"Uh huh. But... if a woman isn't having periods anymore, then why would she still overreact and be bitchy?
"
22,1,Paramedic,"Well actually, menopause is one of the most severely hormonal times a woman ever goes through. It's good you sought the advice of a medical professional, because the changes in your wife's body are gonna be confusing and at times hard to cope with.
"
22,1,Randy,"Well wait, you're saying this could actually get worse?
"
22,1,Paramedic,"I'm afraid so.  Ah, no. Dead ones go in the other truck.  You see Mr. Marsh, menopause is almost like a super period, and it's been known to last... for up to two years.
"
22,1,Randy," Oh my God!
"
22,1,Cartman," Nichole, can I talk to ya? 
"
22,1,Nichole,"'Bout what?
"
22,1,Cartman,"Word on the street is you and Tolkien are back together.
"
22,1,Nichole,"We're trying, just talking a lot and seeing if we can work things out.
"
22,1,Cartman,"Why did you break up with him? What did he do to you?
"
22,1,Nichole,"That's... really none of your business. 
"
22,1,Cartman," He didn't take you to see Black Panther with him, did he? That must have really stung.
"
22,1,Nichole,"I don't know what you're talking about.
"
22,1,Cartman,"Oh no? When you guys talk about how sweet Black Panther was, what's he say?
"
22,1,Nichole,"We've never talked about it.
"
22,1,Cartman,"Right. You two guys just hang out and talk, and Black Panther never comes up. Why are you covering for Tolkien? What's he have on you?
"
22,1,Nichole," I gotta get to class.
"
22,1,Cartman," $1.3 billion domestic box office, a milestone for African Americans,  and I'm supposed to believe that Tolkien and his little sex kitten never even talked about it.  The all-school test is in less than 72 hours. Unless there's a connection, I'll be grounded from Fortnite for weeks. 
"
22,1,Cartman,"Hello, Mom and Dad.
"
22,1,Sharon,"I keep thinking... When will be the time when I get the call? You know? When will I answer the phone and find out my son, my daughter, were... killed? At school?
"
22,1,Doctor,"Mmmhmm. Yeah I see.
"
22,1,Sharon,"I live in constant fear that I won't be there to protect my children when something happens to them.
"
22,1,Doctor,"Well, Sharon, have you maybe considered that your feelings are partly due to... handkerchief balls?
"
22,1,Sharon,"What? 
"
22,1,Doctor,"Handkerchief balls. Handkerchief out the balls.  Red handkerchief.  No- no more handkerchief. No more- no more red. Zero. Empty. Old lady.
"
22,1,Sharon,"What I'm saying is that I'm so overwhelmed that I-
"
22,1,Doctor,"Old lady, where's my dick?  Where's my dick?
"
22,1,Sharon,"What the hell are you talking about?! I don't understand!  God damnit!  Stop acting like there's something wrong with me! Something's wrong with you! All of you! Try having some God-damned compassion! 
"
22,1,Cartman,"Yeah. yeah yeah, I know. You know, my other favorite part was when Black Panther had those dreams about his dead father. I mean the dad, the tribal leader, speaking to the new king about being a good leader. I've never seen a movie do that before, except for Lion King, of course, but Black Panther was so original.
"
22,1,Steve,"We enjoyed it, yes.
"
22,1,Cartman,"So, uh, what was Tolkien's favorite part of Black Panther?
"
22,1,Linda Black,"Tolkien?
"
22,1,Cartman,"Yeah. You must have all had some deep family talks about it. What does Tolkien say about it on Black Panther Family Discussion Night? 
"
22,1,Tolkien,"Get out of my house!
"
22,1,Cartman,"Tolkien.
"
22,1,Tolkien,"Come on, get out! 
"
22,1,Cartman,"Sure thing. You know, we were just talking about how your family did see Black Panther.
"
22,1,Steve,"Oh, no not the family. Tolkien's mom and I saw it on date night. We're gonna watch it again with Tolkien, though. We don't let him watch it alone because it's PG-13.
"
22,1,Cartman,"Well, I guess there's nothing more to it, then. Nice talking to you folks.  Eh, you know, just one last thing. If you ever found out your son saw a PG-13 movie without you, you'd probably be pretty pissed off.
"
22,1,Linda,"Well, Tolkien wouldn't do that.
"
22,1,Cartman,"No. No, he'd have no reason to falsely claim he's the only one who hasn't seen Black Panther.  I'll see you at school.
"
22,1,Harriet Biggle,"Sharon, Sharon, you have to come quick!
"
22,1,Sharon,"What is it?
"
22,1,Linda Stotch,"There's another shooting happening at the school right now!
"
22,1,Harriet,"It just started. Maybe we can make it in time!
"
22,1,Sharon,"Oh my God! 
"
22,1,Sharon,"Come on, we have to hurry!
"
22,1,Linda,"No, Sharon. You go ahead first.
"
22,1,Sharon,"Why??
"
22,1,Harriet,"You just- ya-you should go. 
"
22,1,Sharon,"What the fuck is going on? 
"
22,1,Randy,"
Where do I begin
To tell the story of how great a love can be?

 Surprise, Sharon

The sweet love story that is older than the sea...


"
22,1,Cartman,"Oh hay, man. The big math quiz is about to start. You gonna let me cheat off you?
"
22,1,Tolkien,"Nnnope.
"
22,1,Cartman,"You saw Black Panther without your parents' permission. I typed up all my findings, Tolkien. I made ten copies and put them in envelopes. If I don't pass this math quiz, the envelopes are all set to be sent to ten different news organizations.
"
22,1,Tolkien,"You did all that instead of actually studying for the test?
"
22,1,Cartman,"So, what's it gonna be, Tolkien? You can be mad I didn't like Black Panther, but you can't take it out on me anymore.
"
22,1,Tolkien,"I didn't see Black Panther.
"
22,1,Cartman,"Then I guess your parents won't be mad when they read my report.
"
22,1,Cartman,"In poker they call it a bluff. I know that right now, Tolkien is shitting his pants. All I need to do now is wait for the poop to stink.
"
22,1,Randy,"
She fills my heart with very special things.
With angel songs, with wild imaginings
She f-


"
22,1,Cartman,"Tolkien, we are running out of time. If you don't let me cheat off you, I'm going to tell your parents that you saw Black Panther in the theater without them!
"
22,1,Tolkien,"I didn't see Black Panther in the theater!
"
22,1,Cartman,"Of course you did, Tolkien! That's why me ripping on it pissed you off so much!
"
22,1,Tolkien,"I swear on my mother's life, I don't care what you said about Black Panther! Goodbye! 
"
22,1,Cartman,"But Tolkien, I don't understand! If you didn't see it, and you really don't care that I ripped on Black Panther, then why would you let me cheat-  Oh my God. You don't care what I said because you did see it... and you... didn't like it either.  That's what this is all about, isn't it? You hate yourself for seeing through the mirage like I did, and that's why you wouldn't let me cheat off you! Well I didn't write Black Panther, Tolkien! It isn't my fault it sucked! Why go after me?! But now, it's over. Don't worry. They're not gonna know you didn't like Black Panther, so long as... you never make me fail another math test.
"
22,1,Tolkien," Well, we're probably both gonna fail now because fourth period already started. 
"
22,1,Cartman,"What? No!  We have to take that test, Tolkien! 
"
22,1,Cartman,"Come on! We can still get to class on time!  Oh, great! Come on, we can do this!  Billy, give me your lunchbox!  Butters!
"
22,1,Butters,"Wull it's the entire glee club this time!
"
22,1,Cartman,"Butters, I have to get to class! The math quiz is starting!
"
22,1,Butters,"Oh crap! The math quiz? It's already fourth period?
"
22,1,Cartman,"I can't flunk this math quiz, Butters! Cover me!
"
22,1,Butters,"Well okay!  Waaaahahaaaaaagh!
"
22,1,Cartman," Yeah, kewll!
"
22,1,Randy,"How long does it last?
"
22,1,Officer Stevens,"You did everything you could, Mr. Marsh. If your wife can't realize the truth and appreciate you, maybe she never will.
"
22,1,Sharon,"Realize what?! What have you been telling everybody, RANDY?!
"
22,1,Stephen,"Randy was just trying to make you feel loved while you're going through menopause.
"
22,1,Sharon,"Menopause?! I'm not going through fucking menopause!
"
22,1,Stephen,"How do you know?
"
22,1,Sharon,"I just got my period this morning!
"
22,1,Randy,"You... you got your period?
"
22,1,Sharon,"YES!
"
22,1,Randy,"You just got your period this morning?
"
22,1,Sharon,"YES!
"
22,1,Randy,"Soooo the past few days, maybe you have been just a liiittle-
"
22,1,Sharon,"NO! NO NOTHING! Don't you guys see what's happened here?! I want you to be angry! Every day we hear about another school shooting! It used to be a big deal! I want it to be a big deal again. I mean Harriet, you came to my house and said there was a school shooting to trick me into going with you!
"
22,1,Harriet,"I was just trying to be a part of the big surprise, Sharon.
"
22,1,Sharon ,"That's what I'm talking about! That's crazy, Harriet! I want you all to be shocked! I want you all to be sad!
"
22,1,Townsman,"You want everyone to be sad?
"
22,1,Harriet,"Well. Sharon, if you wanted to make me sad, congratulations.  You did a great job. 
"
22,1,Stephen,"Yeah, let's go somewhere without so much negativity. 
"
22,1,Randy,"Aw guys, uh she didn't mean it! She just... get, give her a... 
"
22,1,Mrs. Nelson,"The quiz is multiple-choice, but be sure to show all your work. You'll have 20 minutes to complete your answers. All right, your time starts... now. 
"
22,1,Cartman," Everybody has dirty laundry. All it takes to find it is getting a little dirty yourself. The only question now is, how many Tolkiens are out there? How many others are afraid to say that Black Panther wasn't all that sweet because of the damage it could do to them?
"
22,1,Cartman,"What do you mean?
"
22,1,Cartman," I mean, in a school of 200 students, there's already two who are covering up the truth. All Tolkien is doing by letting you cheat off him is keeping the whole thing quiet even longer.  There are others out there... and even if it means failing, I'm their only damn hope.
"
22,1,Sharon,"Randy...  we need to talk.
"
22,1,Randy,"Sure, honey.
"
22,1,Sharon,"There's been... too much pain and suffering, and... it has to stop.
"
22,1,Randy,"I know, sweetheart, I know.
"
22,1,Sharon,"What I'm trying to say is... I've been very emotional lately, and... maybe... maybe I do overreact sometimes.
"
22,1,Randy," Aaaaah?
"
22,1,Sharon,"Maybe I need to realize that my emotions can be hormonal and not just take things out on you.
"
22,1,Randy,"Aaah? Aaaaah?
"
22,1,Sharon,"Randy, I'm... sorry.
"
22,1,Randy,"Aaaah. Aaaaaah.  Thank you, Sharon. I don't know what it's like to have periods, but I'll try to be more understanding from now on. 
"
22,1,Sharon,"Sorry, sorry, one second.  Hello? Yes. What? Oh my God! Yes. Yes. Yes. Okay. Okay. 
"
22,1,Randy,"What is it?
"
22,1,Sharon,"There's been another school shooting. Stan's been shot.
"
22,1,Randy,"Shuh-should we get down there?
"
22,1,Sharon," It's not the end of the world. 
"
22,1,Randy," Aaaaah. I love you, Sharon. 
"
22,2,Randy,"Come on, guys, we don't wanna be late!
"
22,2,Stan," Do I have to go? It's the only day I get to play games.
"
22,2,Randy,"We're all going. Come on! 
"
22,2,Stan," ...Don't understand why we have to go to church every Sunday.
"
22,2,Randy,"Church is important, Stan. Way more important than video games and TV. Church is about community and coming together. A lot of things.
"
22,2,Sharon,"All I know is that after church I feel better.
"
22,2,Randy,"Yeah. Me too.
"
22,2,Randy,"Hey, mornin' Stephen, Linda.
"
22,2,Stephen," Morning, guys.
"
22,2,Townsman,"Aww thanks there, Randy.
"
22,2,Randy,"You got it- hey, where's Josie?
"
22,2,Townsman,"Oh, she slipped her disc in her neck. Poor thing can barely move.
"
22,2,Randy,"Aw, she's gonna miss church? That's too bad. Give her my best. 
"
22,2,Fr. Maxi,"For God so loved the world that he gave his only begotten Son,  so that whoever believed in him should have eternal life. This is the Gospel of the Lord.
"
22,2,Congregants,"Praise to you, Lord Jesus Christ. 
"
22,2,Fr. Maxi," Today's gospel talks about what the Lord has to give us. He did so because we could not control our temptations.
"
22,2,Randy,"Kind of like a priest in a room full of naked boys. 
"
22,2,Fr. Maxi,"Uh Okay, okay, let's, let's try and have none of that today. In John 3:16, the Gospel tells us how God so loved the world he gave to us his only Son
"
22,2,Stephen,"And a Catholic priest raped him. 
"
22,2,Fr. Maxi,"Okay, okay, Co-come on guys, Nu-now, what greater gift could the Lord has given to us?
"
22,2,Woman,"Children's underwear which priests couldn't pull down so easily? 
"
22,2,Fr. Maxi,"Okay, let's, let's try to compose ourselves. Let's try and just get through this first one, okay guys? What does it mean that the Lord gave us his only begotten Son?
"
22,2,Townsman 1,"It means that if you're a cute boy at a Catholic priest's swimming party you'd better be gettin'! 
"
22,2,Randy,"Oh, that was a great one, Nelson. Salvation in a little boy's mouth. I'm gonna post that one for sure.
"
22,2,Woman 2,"Who said the thing about naked boy salad?
"
22,2,Stephen,"Oh that was Linda!
"
22,2,Jimbo,"Well, see ya next week, everybody! 
"
22,2,Others,"Yeah, see ya! See ya! Bye.
"
22,2,Stan,"I really don't understand the point of all that.
"
22,2,Randy," Yeah, well, I used to think that about church when I was a kid too.
"
22,2,Stan,"But back then I don't know if church was that stupid.
"
22,2,Randy,"Hey, don't say things like that, Stan! You wanna go to fuckin' Hell?
"
22,2,Butters,"Father, can I talk to you?
"
22,2,Fr. Maxi,"Oh, of course, my child. What's troubling you?
"
22,2,Butters,"Well, what's troubling you?  You know, at school the kids used to all make fun of me sometimes. One kid would say something mean, a-and then the other kids would laugh. I know how lousy it feels. I learned to just walk away, not give 'em all the satisfaction.
"
22,2,Fr. Maxi,"Well, we can't all walk away. The-the priesthood is all I know. I, I dedicated my entire life to it. Ah I don't know anything else.
"
22,2,Butters,"I know it seems impossible. I thought I'd be a punching bag my whole life, but now, I'm one of the popular kids. I even get invited to board game night at Stan's house. My point is, sometimes, y-you just gotta put yourself out there.
"
22,2,Cartman,"I wanna be Calamity Jane this time.
"
22,2,Stan,"How many cards do you start with, Kenny?
"
22,2,Kenny,"(Two cards.) 
"
22,2,Kyle,"Oh, there's Butters!
"
22,2,Butters," Oh hey, fellas. I hope you don't mind I brought a friend. Come on in. 
"
22,2,Fr. Maxi,"Uh, hello, my children. 
"
22,2,Stan,"Okay, so I-I guess I'm gonna go to the saloon and try to arrest Cartman.
"
22,2,Cartman,"Let's see what you got, bitch.
"
22,2,Butters,"So, Kyle, did you know Father is a really good singer? You like to sing too, don't you?
"
22,2,Kyle,"No.
"
22,2,Fr. Maxi,"Praise the Lord, for the Lord is good. Sing praise to his name, for that is pleasant.
"
22,2,Cartman,"Ace. You lose. 
"
22,2,Randy," Hey Stan,  have you seen my-  No way!  Hang on! Hang on! I gotta post this!
"
22,2,Fr. Maxi," Uh, I shouldn't be here.
"
22,2,Randy,"This is hilarious!  Four boys and a priest playing a board game!
"
22,2,Butters,"Aw, Father, wait a-
"
22,2,Fr. Maxi,"I should go.
"
22,2,Randy,"Nononoait, let me get the picture. 
"
22,2,Butters,"Father! 
"
22,2,Randy,"Aw shit, I missed it!
"
22,2,Cartman,"Ugh.  Why did you invite Butters to game night?
"
22,2,Stan,"I didn't invite him. 
"
22,2,Butters,"Come on, Father, you can't give up so fast.
"
22,2,Fr. Maxi,"This is just gonna make things way worse. People will rip on me.
"
22,2,Butters,"Who cares? Who cares what people say?
"
22,2,Fr. Maxi,"I do.
"
22,2,Butters,"Aw, come on, you gotta be strong!
"
22,2,Fr. Maxi," Why do you care?!
"
22,2,Butters,"Because I was you. Okay? I wasn't always this cool. I've been through it. But then one day, somebody told me something. He said ""life is full of love and light and bountiful things,"" and you know who told me that? You did! Two years ago, in church! You have a right to go and be happy! And if people wanna keep tryin' to knock you down, well, fuck 'em!
"
22,2,Randy,"Hey, mornin' Mackey!
"
22,2,Mr. Mackey,"Well Happy Sunday! Mornin' Ted, Hazel.
"
22,2,Ted,"Mornin'.
"
22,2,Hazel,"Morning.
"
22,2,Others,"Morning. 
"
22,2,Randy,"Ah, doin' better, huh, Josie?
"
22,2,Josie,"A lot better. Thank you.
"
22,2,Randy,"All right.  Huh. What the?  It's not open.
"
22,2,Ryan,"Let me try. 
"
22,2,Randy,"Hey! Hey, it's nine o'clock! Hey!
"
22,2,Woman,"What's going on? 
"
22,2,Randy," Ohhh! 
"
22,2,Butters,"There's no church today! You all are just gonna have to find some'n' better to do! 
"
22,2,Randy,"Hey...  Hey, open the door! Hey, come on! 
"
22,2,Randy,"Well this sucks. What are we supposed to do without church?
"
22,2,Sharon,"I just feel so empty.
"
22,2,Shelley,"What are you guys so upset about?
"
22,2,Randy,"Shut up, Shelley!
"
22,2,Butters,"Isn't this great, Father? Fresh mountain air, a nice warm fire, a nice warm fire.
"
22,2,Fr. Maxi,"I have to admit it's a pretty nice way to spend a Sunday. How many are your works, Lord? In wisdom you made them all.
"
22,2,Butters,"Yeah, the Lord is pretty cool.
"
22,2,Fr. Maxi,"He is. Because he brought me you.
"
22,2,Archbishop,"Denver archdiocese. The Lord be with you.
"
22,2,Mr. Mackey," And with your spirit, m'kay? Uh, oh my name is Counselor Mackey, and w-uh we seem to be havin' a little problem with our local church here in South Park. Our uh... our priest has gone missing.
"
22,2,Archbishop," Oh, not another one!  All right, listen to me carefully. Your local priest has not done anything wrong. He's probably just taking some time off. Why is that suspicious?
"
22,2,Mr. Mackey,"Well, it's not suspicious, we just kind of don't know what to do, you know? Uh.
"
22,2,Archbishop,"We'll take care of it. There's no need to involve the authorities. Just sit tight.  Send in a clean-up crew now!  We've got another one. A priest on South Park has gone rogue and is probably out doing his thing. I need you guys to get up there and clean up his mess.
"
22,2,Auxiliary,"Don't worry, Your Holiness. By the time we're done with that town there won't be a lick of cum anywhere.
"
22,2,Butters,"Happy birthday, Clyde!  Hope you don't mind I brought a friend.
"
22,2,Fr. Maxi,"For we are God's handiwork, created in Christ Jesus to do good works.
"
22,2,Clyde,"Dude, what are you talking about?!
"
22,2,Fr. Maxi,"Come on, Father. Let's go tear up the skating rink. 
"
22,2,Kyle,"Just leave it alone, Clyde. Butters brings him everywhere.
"
22,2,Clyde,"I don't care, I don't want a priest at my fucking birthday party!
"
22,2,Cartman," It's all right, Clyde, it's all right.
"
22,2,Butters,"That's it! You're doing great!
"
22,2,Fr. Maxi,"Uh-ah. Oh, Mother Mary. I feel like everyone's staring at me. 
"
22,2,Butters,"Nobody's staring. I'm gonna get us some soda pop. You just mingle with the other fellas!
"
22,2,Randy,"What's it all about, huh? Are we just bags of carbon and water put on this planet for no purpose? You're born, you die, then you're just... food for the worms.
"
22,2,Stuart,"It all does seem pretty meaningless.
"
22,2,Townsman 2," Hey, the church is back open! There are people inside!
"
22,2,Jimbo,"What?
"
22,2,Randy,"The church is back open?
"
22,2,Townsman 3,"Oh boy! Let's go let's go let's go let's go!
"
22,2,Others,"The church is back open! Thank God! Let's go!
"
22,2,Auxiliary,"Scrub everything! Police can detect even a milligram of cum and rectal blood!
"
22,2,Randy," Hey!
"
22,2,Auxiliary,"Oh uh, hello my children. The Lord be with you.
"
22,2,Townsmen,"And with your spirit.
"
22,2,Randy,"What uh, what are you guys doing?
"
22,2,Auxiliary,"Oh, we're just giving the place a nice scrub down while we wait for your priest to come back. He was called to South America last week.
"
22,2,Randy,"Last week? No, he was at my house a couple of days ago playing board games with the boys.
"
22,2,Auxiliary," No he wasn't. Look, I assure you everything is fine. Your priest will be back. Just have some patience.
"
22,2,Townsmen,"Awww.
"
22,2,Townsman 4,"Come on, guys. 
"
22,2,Auxiliary,"Scrub everything. Bleach those board-game pieces. You find something on that chair?
"
22,2,Priest,"It's either blood and cum, or ketchup and mayo. 
"
22,2,Auxiliary,"Well, just get rid of it. Bleach the entire top of the table. That's probably where he mounted them.
"
22,2,Stan," Uh, excuse me.
"
22,2,Auxiliary," Oh. Hello, my son.
"
22,2,Stan,"What are you doing?
"
22,2,Auxiliary,"What are we doing about what?
"
22,2,Stan,"Well, I mean, it looks like you're scrubbing and bleaching our tables and chairs.
"
22,2,Auxiliary,"Mmm mmm, that's not what's going on. Your local priest was never here, actually.
"
22,2,Stan,"Yeah he was. I played with him.
"
22,2,Auxiliary,"Oh, you did!  Better get the Kumby. 
"
22,2,Stan,"What's a Kumby?
"
22,2,Auxiliary,"We're just here to cleanse your spirit, my child.
"
22,2,Priest," Praise be to Christ. 
"
22,2,Boys,"Yaaay!
"
22,2,Fr. Maxi,"And now let us pray.
"
22,2,Boys,"Awww.
"
22,2,Fr. Maxi,"Bless us, O Lord, and these thy gifts. which we are about to receive.
"
