Season,Episode,Character,Line
23,2,Kate & Earl,"
Tumbleweeds and squirrels, my darlin'. 
Tumbleweeds and squirrels. 


"
23,2,Kate,"Yeah.
"
23,2,Mayor McDaniels,"Okay, that was the South Park Soundaroos! Thanks again to Kate and Earl! Alright, up next we have four of our local South Park fourth graders who have formed a band. Let's hear it for Stan Marsh and Crimson Dawn. 
"
23,2,Sharon,"Hi, Stanley! 
"
23,2,Stephen,"Hoh, there's our Butters.
"
23,2,Linda," Oh, Butters! Oh, aren't they cute?
"
23,2,Stan," Um, hi. We're Crimson Dawn, and um, this is a song I wrote about living out in the country, on a farm.
"
23,2,Jimmy,"Alright, f-f-f-fellas, just like we rehearsed it. And-a 1, and-a 2, and -a 
"
23,2,Stan,"

Fate is over! 
Open your eyes!


"
23,2,Butters,"
Get me off this farm!


"
23,2,Stan,"
There is no hope, no second chance! 
All the elders saw the fall of the sky! 
Pride and glory! 
To touch the sky, we've burned the earth! 
Built our own infirmity!


"
23,2,Randy,"First time goin' to China?
"
23,2,Passenger 1,"Uhn, no, not really.
"
23,2,Randy," It's my first time. I'm goin' out to try and drum up a little ""business."" What are you headin' out for?
"
23,2,Passenger 1,"Uh, I work for a clothing company. We're trying to break into the market and get the Chinese people as customers.
"
23,2,Randy,"Ohhh, huhuh, heeeyy. Fuck you.
"
23,2,Passenger 1,"Huh?
"
23,2,Randy,"I, I had that idea like three days ago.
"
23,2,Passenger 1,"So what?
"
23,2,Randy,"So when did you come up with it? 
"
23,2,Passenger 2,"Hehey, Mitchell, you're on this flight?
"
23,2,Mitchell,"Yeah, that's so funny! I'm working for Google now, overseeing the expansions into the Chinese user base.
"
23,2,Passenger 2,"Heh, yeah, I'm still with the NBA doing some press with the players to try to... get more Chinese viewers.
"
23,2,Randy," Oh, for Christ's sake! You have a good idea and everyone wants to copy you! Fine! I can handle some healthy competition! Who else wants to go to China and get some of their money?!  Oh, for cryin' out loud!  Let me guess. You work for a company trying to get Chinese people as customers. ""Wow, where'd you get that idea?""  It's okay, it's okay. I'm sure there's plenty of Chinese people for all of us.
"
23,2,Stan (Butters),"

Searching, wandering
Looking for the perfect specimen.
Still pure. (Hate this farm!) 
Immature. (I hate this farm!)
Acknowledged sickness
concealed, swaggering!
Unseen (Hate this farm!)
Wandering (I hate this farm!)
Looking for the perfect specimen.


 Okay, okay. Wait uh, hang on, guys. 

"
23,2,Producer," Very good, boys!  I hear you guys play at Autumnfest. I really like your sound.
"
23,2,Butters,"Who are you?
"
23,2,Producer,"Well I'm a producer. I manage all the big rock bands in South Park. PC Babies... All of them!.
"
23,2,Jimmy,"You manage the PC Babies? Holy smokes, fellas, they're huge!
"
23,2,Stan,"You wanna sign us so we can make a record and I can move away from here?
"
23,2,Producer,"Records? What, are you, kids, from the '90s!? There's no money in albums or singles or even tours anymore. What we need to focus on... is your biopic.
"
23,2,Stan,"Biopic? You want to make the Crimson Dawn Biopic?
"
23,2,Producer,"PC Babies' biopic came out last week. Made over $100 million!
"
23,2,Butters,"Wow wee!
"
23,2,Kenny,"(What do ya think, Stan?)
"
23,2,Producer,"Well I'll just let you guys think on it, but don't take too long, huh?
"
23,2,Female Inspector,"谢谢。下一位。
"
23,2,Randy," Hello. Howdy.  I'm a small business owner from the United States. You guys know any money people here?  Can I give you guys my card? I'm just starting to grow my business here in China. 
"
23,2,Male Inspector,"等一下，你看看这个。
"
23,2,Female Inspector,"What is this, sir?
"
23,2,Randy,"Oh that? That's weed. Marijuana. You know. 
"
23,2,Female Inspector,"保安，保安！赶紧过来！
"
23,2,Randy,"Ah, here. Here we go. Jay shi daamaa Tegridy Weed.  Whoa! Oh hey! Everything alright? What's going on?  Uh hey, don-don't forget my suitcase! C-could you grab my suitcase? All my weed is in there! Excuse me! Jay shi daamaa!
"
23,2,Producer,"What makes a band truly great? It's the desire to be heard, and a commitment to a three-act structure that has a 20-minute setup, about an hour and a half of conflict, and a big, triumphant resolution. SO, let's start at the beginning, gang. When did your band first form?
"
23,2,Stan,"Uuummm, it was about two weeks ago.
"
23,2,Butters,"Yeah. As a matter of fact, two and a half, three weeks ago, I'd say.
"
23,2,Stan,"I hah, I hah, I hadn't seen my friend Kyle, and I hate living on a farm, so I started writing songs.
"
23,2,Producer,"That's good, that's good.  ""Lost a close friend. Put loneliness into lyrics.""
"
23,2,Butters,"Yeah, and then Stan came to me, and then I said ""Well I can play the drums.""
"
23,2,Jimmy,"But he already asked me to play the drums
"
23,2,Butters,"Well, so yeah, I, okay, I'll play guitar.
"
23,2,Producer," ""Inner conflict over direction of band."" Good.
"
23,2,Stan,"Oh. And then Kenny learned to play bass watching YouTube videos of John Lennon with the Dalai Lama.
"
23,2,Producer,"Oh no oh OH oh yeah, no no, we don't wanna go there. Talking about the Dalai Lama doesn't go over well with the Chinese.
"
23,2,Jimmy,"The the the what?
"
23,2,Producer,"Look, for this movie to really make money, we need to make sure it clears the Chinese censors, you know. We want those Chinese viewers..
"
23,2,Stan," Aw, seriously?
"
23,2,Producer,"Oh it's okay, there's plenty of other things to talk about with your story. How about, uh, what kind of things were you into when you were younger?
"
23,2,Butters,"Well, I always liked Winnie the Pooh.
"
23,2,Producer,"Okay-oh no. Nonono, that's definitely off-limits. Winnie the Pooh is illegal in China because some Chinese students said that he looked like the Chinese president,
"
23,2,Stan,"Oh, come on. That's ridiculous!
"
23,2,Producer,"Hey, you wanna move away from your family, right? You wanna be successful on your own, right?
"
23,2,Stan," Yeah.
"
23,2,Producer,"All right. Well, you know what they say you gotta lower your ideals of freedom if you wanna suck on the warm teat of China.
"
23,2,Randy,"Aaaugh. I am a proud member of the Communist Party, The Party is more important than the individual. 
"
23,2,Prisoner 1,"不要！求求你放过我吧！不要，不要，求求你... 
"
23,2,A familiar voice,"Oh, hello there.
"
23,2,Randy," Who, who's there?
"
23,2,Winnie the Pooh,"Nobody. Just a bear.  I was wondering since you're new if you might have... some honey?
"
23,2,Randy,"No, I don't have any honey. Are you prisoners here?
"
23,2,Piglet,"Some people said Pooh looked like the Chinese p-p-p-president, so we're illegal in China now.
"
23,2,Randy,"Jesus. What kind of madhouse is this?
"
23,2,Prisoner 2,"我求你原谅我。我是个很烂的人。我再也不会取笑共产党了。
"
23,2,Presiding Judge,"你为你的国家和家人为耻。再补上十年！
"
23,2,Prisoner 2,"不要！我求你不要！我不能再回去了，我不能再回去！
"
23,2,Presiding Judge,"快把下一位带进来！
"
23,2,Randy,"Your Honors, I'm just a simple farmer, from a simpler time. Now, I've never been to China before, but I hate to say I'm a little disappointed in all of you. From what I've seen, you seem to treat your people like dirt. You don't believe in any individual freedoms. I mean, you got Winnie the Pooh and Piglet in jail! Now, come on, China! You know, a country ain't nothin' unless it's got decency and in-tegrity! And I think I speak for Pooh and Piglet and all of Disney when I say you could use some 'tegrity, China!  Now, it just so happens that I own a Tegridy farm. And I think I might be able to work out a deal for all you nice folk.
"
23,2,Stan,"This is so awesome, you guys. Our band is gonna be huge.
"
23,2,Butters,"Yeah. And, we're gonna be rich.
"
23,2,Kenny,"(They're the same thing.)
"
23,2,Jimmy," Yeah. Isn't this just great?
"
23,2,Stan,"Hey. What's wrong, Jimmy?
"
23,2,Jimmy,"Fella, I need to tell you something. I think I'm homosexual. And also, I'm addicted to cocaine.
"
23,2,Butters,"Oh, that's okay, Jimmy.
"
23,2,Stan,"Yeah, we can get you a liver transplant.
"
23,2,Producer,"Cut! Cut! Listen, guys, we uh just got word back from the Chinese censors. They don't want us mentioning organ transplants.
"
23,2,Stan,"How come?
"
23,2,Producer,"Well, they've been accused of harvesting from the-look look, it doesn't matter. They, they just said ""no"" to the organ stuff. Oh, and uhh, no homosexuality either.
"
23,2,Stan,"No homosexuality?! We're trying to do a band biopic!
"
23,2,Butters,"Yeah! And what's wrong with homosexuality anyway?!
"
23,2,Producer,"Nothing. Unless you wanna make money in China. Now come on! Everyone back to one!
"
23,2,Mickey Mouse," All right?! Who's the asshole?! Which one of you decided to go and start badmouthing the Chinese government?! Haha. Who here thought they had permission to say anything critical of Chinese politics?!
"
23,2,Thor,"Well, it is true, sir. The Chinese seem to exploit their own people in forced labor cam-
"
