Season,Episode,Character,Line
26,1,Kenny,"(Well, not this time.) 
"
26,1,Cartman,"Why didn't Tolkien listen?
"
26,1,Cupid Ye,"Did you tell him about the Black Hebrew tribes?
"
26,1,Cartman,"Yeah, I told him everything, Cupid Ye!
"
26,1,Cupid Ye,"Tee hee hee!  And did you tell him how the Jews stole Black people's identity?
"
26,1,Cartman,"Yeah, but it didn't work, Cupid Ye.
"
26,1,Cupid Ye,"That's okay, Eric! Remember, being a good Christian means helping people even when it's hard.
"
26,1,Cartman,"You're right, Cupid Ye. Can you help make sure Tolkien hears our message?
"
26,1,Cupid Ye,"Spreading information is like spreading love. I'll help you get the word out, Eric! Tee hee hee! Tee hee heeeee!
"
26,1,Kyle,"Wow, that's so cool, Tolkien! Look how many likes we're getting for this one.
"
26,1,Clyde,"Hey, Kyle, you got a minute?
"
26,1,Kyle,"Yeah, what's up?
"
26,1,Clyde,"Well, there's this rumor starting to go around the school. Kids are saying that, like... I don't know, that, like, you run Hollywood?
"
26,1,Kyle,"What?
"
26,1,Clyde,"I told Scott that that's just people being dumb and he shouldn't listen to stuff like that.  But... Scott and I do have this sweet movie idea about a dude who has guns for hands and we have the first 20 pages written, so...  You don't really run Hollywood, right?
"
26,1,Kyle," I'm not even going to justify that with a response. Because repeating a derogatory slur, even for the purpose of refuting it, can make stupid people think it's valid! 
"
26,1,Clyde,"Holy shit, Kyle runs Hollywood...
"
26,1,Scott,"Kyle runs Hollywood, and you fucked up the pitch!
"
26,1,Clyde,"How'd I fuck up the pitch?!
"
26,1,Scott,"You gotta tell him what the stakes are. People who make movies, they just care about the stakes!
"
26,1,Clyde,"The guy has guns for hands!
"
26,1,PC Principal,"Mr. Cartman, did you or did you not tell students at this school that Kyle runs Hollywood?
"
26,1,Cartman,"I think... I did say that, yes.
"
26,1,PC Principal,"And why would you say such an intolerant, offensive thing like that?!
"
26,1,Cartman,"Somebody runs Hollywood.
"
26,1,Kyle,"Lots of people run Hollywood!!
"
26,1,Cartman,"Yes, lots of... people like Kyle.
"
26,1,PC Principal,"Mr. Cartman, you are on dangerous frickin ground here, buddy!
"
26,1,Cartman,"I'm sorry, why is it so offensive to say who runs Hollywood? People like Hollywood. Hollywood's cool. The Jews should be honored to be in charge of it.
"
26,1,PC Principal,"Hey! I am telling you right now, Eric. The next time anyone says anything about Kyle running Hollywood, that person is gonna have two months detention!
"
26,1,Cartman,"Two months?! Jesus, Mary mother full of grace... You guys really take this seriously.
"
26,1,Cartman,"Please help me be the best Christian I can be. All I want is to help people, but nobody understands. Please, I can't do this alone.
"
26,1,Cupid Ye,"Tee hee hee!
"
26,1,Cartman,"There you are, Cupid Ye!
"
26,1,Cupid Ye,"Sorry, Eric, I was just busy praising our Savior's name in the music studio!
"
26,1,Cartman,"The principal said I can't talk about Kyle running Hollywood anymore, Cupid Ye!
"
26,1,Cupid Ye,"Well, of course, Eric! They're trying to silence you! That's what they do.
"
26,1,Cartman,"Who's ""they""? Oh, right... ""them"".
"
26,1,Cupid Ye,"Tee hee hee! Jews!
"
26,1,Cartman,"But Cupid Ye, I have to get to Tolkien or else Stan is gonna be sad forever!
"
26,1,Cupid Ye,"Okay! I'll help you help your friend however I can. You're such a good Christian, Eric.
"
26,1,Cartman,"Thanks. Just, don't do anything too drastic, okay?
"
26,1,Cupid Ye,"What do you mean?
"
26,1,Cartman,"I dunno, it's just... ever since you changed your name and got all into Jesus, you've been acting a bit bat shit crazy, Cupid Ye.
"
26,1,Cupid Ye,"Tee hee hee! Don't worry, Eric! I'm gonna make everything better! 
"
26,1,Cupid Ye,"Praiiiise Jesus!
"
26,1,Cupid Ye,"Tee hee! Tee hee hee hee hee!  The true Jews of Israel are your Black ancestors... Tee hee hee...
"
26,1,Tolkien," Huh...?
"
26,1,Cupid Ye,"You think you and Kyle make TikToks together? Kyle only cares about money. Tee hee hee...
"
26,1,Tolkien," Mmmm...?
"
26,1,Cupid Ye,"Think about it. Are you really making TikToks together, or is Kyle profiting off of you?
"
26,1,"""Cupid Ye""","It's just like the tribes of Israel. Kyle wants to take all the credit for what you're doing.
"
26,1,Steve,"Tolkien?
"
26,1,Cartman,"Oh, Jesus!
"
26,1,Kyle,"Hey, I didn't see you at the playground. Thought we were doing that morning TikTok.
"
26,1,Tolkien,"Oh yeah, sorry. I didn't get the best sleep last night.
"
26,1,Kyle,"Everything okay?
"
26,1,Jimmy,"Hey, Kyle! How's it going, man?
"
26,1,Kyle,"Good, Jimmy. How are you?
"
26,1,Jimmy,"Great! F-F-Fantastic!
"
26,1,Kyle,"Is there something you wanted, Jimmy?
"
26,1,Jimmy,"Oh, yeah! I just realized I've never given you my headshot!  You know, just in case anything ever comes up.
"
26,1,Kyle,"Anything like what?
"
26,1,Jimmy,"Anything like... Anything you might need my headshot for.
"
26,1,Kyle," Jimmy, I do not run Hollywood!
"
26,1,Jimmy,"Well, that's not what everyone's saying.
"
26,1,Kyle," Everyone! I do not run Hollywood! Get a fucking clue!
"
26,1,Kyle,"God dammit! This thing has gotten out of control!
"
26,1,Tolkien,"Ah, it's not a big deal.
"
26,1,Kyle,"It's a huge deal! It's an attack on my ethnicity, Tolkien! You don't understand!
"
26,1,Tolkien,"I don't understand?
"
26,1,Kyle,"Yeah, Tolkien. There's lots of Black people in the NBA, but nobody says, ""The NBA is run by Black people!""
"
26,1,Tolkien,"That's because the NBA is run by white people!
"
26,1,Kyle,"Okay, yeah good point.
"
26,1,Tolkien,"Look, I'm sorry. You wanna just go make that morning TikTok?
"
26,1,Kyle,"Yeah, sure. We still have time.
"
26,1,Tolkien,"Cool, come on!
"
26,1,Cartman,"Stan? Sometimes, Jesus works slowly.
"
26,1,Stan,"Stop talking to me. 
"
26,1,Randy,"Hey, Ger. You got a minute to talk?
"
26,1,Gerald,"Yeah, what's up, Randy?
"
26,1,Randy,"Look, I - I know that boys will be boys and as parents, we can't always control what their personal decisions are.
"
26,1,Gerald,"No, of course not.
"
26,1,Randy,"I just want you to know first off that... your son is a great kid. You know, Stan and Kyle have always been really close, and I know their friendship meant so much.
"
26,1,Gerald,"What's happened, Randy?
"
26,1,Randy," Well Gerald, I don’t know if you can just talk to your son but… can we just admit this whole woke thing isn’t working?
"
26,1,Gerald,"Woke thing?
"
26,1,Randy,"I mean, it’s been great in so many ways, but… now it’s like every movie and every TV show. You know it’s like you can see through it now. Audiences want to be entertained. They don’t want to be preached at, and if you’re just doing shows and movies that have an agenda, it’s like-- it’s just going to keep failing.
"
26,1,Gerald,"Randy, what are you talking about?
"
26,1,Randy,"Box office is down, people are tuning out. You know it’s what killed the Marvel franchise. And just as a side note, I’m gonna say it out loud: “Avatar 2” sucked. It just sucked, Gerald. Someone had to be brave enough to say it.
"
26,1,Kyle,"God dammit! I do not fucking run Hollywood!
"
26,1,Randy,"Gerald, can you talk to him?
"
26,1,Gerald,"Kyle, what is he talking about?
"
26,1,Kyle,"He’s just being an idiot and listening to what fucking Eric Cartman said!
"
26,1,Randy,"I did not hear it from Eric Cartman. I heard it from a prominent, respected artist on television.
"
26,1,Kyle,"Who?!
"
26,1,News Anchor,"Our next guest is a world famous rapper and artist who claims that the Jews run Hollywood. What exactly do you mean by that?
"
26,1,Cartman,"Well, mostly I just mean that Jews control everything we see on TV and the movies.
"
26,1,News Anchor,"And why do you not want to show your face right now?
"
26,1,Cartman,"Well, that’s ‘cause there’s this one Jew -- um, his name is Kyle. And he can totally retaliate me, ‘cause he like, runs Hollywood.
"
26,1,Cupid Ye," Yeah, and Jews try to silence people all the time. Yeah, especially black people.
"
26,1,Cartman,"Yeah, especially black people.
"
26,1,Cartman," That’s because of all the new information lately. The new information about how the chosen people were actually Africans.
"
26,1,Cartman," So, you know, black people have really been hurt by the Jews.
"
26,1,Cupid Ye,"Yeah, so Hitler actually wasn’t a bad guy.
"
26,1,Cartman,"Yeah, so-- woah, woah, Cupid Ye. That’s going a bit too far. He’s just trying to be shocking.
"
26,1,Linda," What are you watching, honey?
"
26,1,Tolkien,"I have no idea.
"
26,1,Tolkien,"
Mommy?


"
26,1,Kyle,"
What is it, Caillou?


"
26,1,Tolkien,"
Can I get Roblox on my Xbox?


"
26,1,Kyle,"
Sure thing, Caillou, as long as it’s free.


"
26,1,Tolkien,"
Oh for sure it is for free.


"
26,1,Kyle,"Okay, wait, wait, cut. Hang on.  Let’s try again. I think you forgot the words.
"
26,1,Tolkien,"Yeah, sorry. I’m just tired. I didn’t get the best sleep last night. Maybe I should do the mom part.
"
26,1,Kyle,"Nah, you do the kid part. It’s funnier.
"
26,1,Tolkien,"Okay, yeah. I guess you call the shots.
"
26,1,Kyle,"What’s that supposed to mean?
"
26,1,Tolkien,"Just means you’re in charge.
"
26,1,Kyle,"Oh, I’m in charge. Like I, control things? Huh, are you gonna start saying I run Hollywood now too?
"
26,1,Tolkien,"I didn’t say you run Hollywood And honestly, I’m getting kind of sick of hearing it.
"
26,1,Kyle,"You’re sick of hearing it?
"
26,1,Tolkien,"Yeah, I’m sick of hearing it.
"
26,1,Kyle," Oh my God, are you listening to yourself? You of all people should have some compassion!
"
26,1,Tolkien,"Oh, really? Why me of all people, Kyle?
"
26,1,Kyle," You seriously don’t know why? You know that Jews have stood alongside Blacks since the Civil Rights movement began, right?
"
26,1,Tolkien,"What does that have to do with anything?
"
26,1,Kyle,"I’m just saying I thought you’d be a better friend. ‘Cause you’re like…
"
26,1,Tolkien,"’Cause I’m like what? Black?
"
26,1,Cartman," Oh my God, this is so awesome.
"
26,1,Kyle,"Whatever, Tolkien. Now you’re gonna act like I somehow did something wrong to you.
"
26,1,Tolkien,"No, you didn’t do it to me. It just seems to work out that way all the time for you people.
"
26,1,Kyle,"You people?! No, it works that way for you people!
"
26,1,Tolkien,"You know what? I don’t wanna make TikToks with you anymore! 
"
26,1,Kyle," I don’t wanna make TikToks with you anymore!
"
26,1,Tolkien,"Good!
"
26,1,Kyle,"Good!
"
26,1,Cartman," We did it. I can’t believe we did it!
"
26,1,Cupid Ye,"Praise Christ! They’ll probably never talk again!
"
26,1,Cartman,"And now Stan can have his best friend back.
"
26,1,Cupid Ye,"Yeah! And we can spread our Nazi message all over the world!
"
26,1,Cartman,"Woah, woah, okay. Cupid Ye, you mean our Christian message.
"
26,1,Cupid Ye,"It’s the same thing! Christian message, Nazi message. Hitler was a great Christian!
"
26,1,Cartman,"Cupid Ye, are you okay? Do you need to, like, talk to somebody?
"
26,1,Cupid Ye,"I mean it! People have to die so that the better races can live.
"
26,1,Cartman,"Okay, Cupid Ye, time to go back inside.
"
26,1,Cupid Ye," Teehee, teeheehee, tee hee hee.
"
26,1,Cartman,"C’mon, let’s go, Ye!
"
26,1,Cupid Ye,"I don’t think so, dawg! Let’s go torch some motherfuckers!
"
26,1,Cupid Ye,"Dethcon one, bitches!
"
26,1,Cartman,"Yeeeee! 
"
26,1,Cartman,"Yeeeeeeeeee! Oh, shit.
"
26,1,Stan,"Yeah?
"
26,1,Cartman," Stan! We aren’t safe!
"
26,1,Stan,"What?!
"
26,1,Cartman," He’s totally gotten crazy! I don’t think I can reason with him anymore!
"
26,1,Stan,"Reason with who?
"
26,1,Cartman,"Stan, listen to me. There’s someone who’s been messing with Kyle and Tolkien. He said it was to be a good Christian, but… But I think he’s just been using Christianity as an excuse to be a racist piece of shit.
"
26,1,Stan,"What did you do?
"
26,1,Cartman,"Not me, Stan! This is going to be extremely hard to believe, but… There’s a little magic angel that comes each year around Valentine’s Day. He spreads love and brings lonely people together. But this year is different. Cupid Me found Christ and changed his name. And I have to find a way to get him back on his meds.
"
26,1,Stan,"Dude, Cartman, are you okay? Do you need to, like, talk to somebody?
"
26,1,Cartman,"Stan, do you believe in Santa Claus?
"
26,1,Stan," Yeah.
"
26,1,Cartman,"Do you believe in the Easter Bunny?
"
26,1,Stan," I guess so.
"
26,1,Cartman,"Then believe that tomorrow is Valentine’s Day… and there’s no telling what Cupid Ye is capable of.
"
26,1,Butters," Happy Valentine’s Day, Clyde! Here’s a Valentine for you, Red!
"
26,1,Mr. Mackey," Ah, Valentine’s Day. Isn’t it nice? Love is in the air!
"
26,1,Cupid Ye,"
Dee deet, deedle-y doo! I ain’t sayin’ she a gold digger! But she ain’t messin’ with no broke Jew!

 Who is it? Teehee.
"
26,1,Craig,"Hey! Asshole! Other people need to use the bathroom too!
"
26,1,Craig," Woah… dude…
"
26,1,Cupid Ye,"Happy Valentine’s Day, bitch!
"
26,1,Craig,"What the hell?!
"
26,1,Cupid Ye,"How about a little antisemitism?!
"
26,1,Craig," Ugh! 
"
26,1,Kenny,"(Aaaaghagaah!!!) 
"
26,1,Cupid Ye,"Teehee Tehehehe.
"
26,1,Cupid Ye,"Teehee Teeheehee Teeheehee.
"
26,1,Girl 1,"What is that?!
"
26,1,Stan," Tolkien! Tolkien I need to talk to you.
"
26,1,Tolkien,"About what?
"
26,1,Stan,"Tolkien…  I owe you an apology. Someone has been messing with you… and it was all for me.
"
26,1,Tolkien,"I don’t get it.
"
26,1,Stan,"I’ve been jealous about you and Kyle’s TikToks. 
"
26,1,Cupid Ye,"Teehee Teeheehee.
"
26,1,Mr. Mackey," Attention students! There is a giant bee in the school! Get somewhere safe! There’s a giant bee! Oh, Jesus, here it is!
"
26,1,Cupid Ye," Teeheehee Teeheehee.
"
26,1,Mr. Mackey," Oh, God, it’s a bee!
"
26,1,Craig," Look, there he is!
"
26,1,Kevin,"What do you think you’re doing, Kyle?
"
26,1,Kyle,"W-What do you mean?
"
26,1,Craig,"A “Lord of the Rings” prequel?! What were you thinking?!
"
26,1,Kevin,"How many more superheroes do you think we need?!
"
26,1,Butters,"Mario Brothers, Kyle?! You seriously can’t do better than Mario Brothers?!
"
26,1,Tolkien," That’s enough, you guys!
"
26,1,Kyle,"Tolkien?
"
26,1,Tolkien,"I’m sorry, Kyle.
"
26,1,Stan,"It’s not his fault, it’s mine. I was jealous of you guys and your TikToks.
"
26,1,Cupid Ye," What are you waiting for?! Let’s jack up these mofos!
"
26,1,Kyle,"Holy shit!
"
26,1,Tolkien,"What the hell is that?!
"
26,1,Cartman," Cupid Yeeeeee!!  Time to take your meds.
"
26,1,Cupid Ye,"No! Those are how people control me!
"
26,1,Cartman," You’re taking your meds, Ye! One way or another! 
"
26,1,Cupid Ye," No! I’m not taking!--
"
26,1,Cartman,"You’re taking your medication! 
"
26,1,Cupid Ye,"Let me go, I’m not t--
"
26,1,Cartman,"You’re taking it, Ye!  Swallow it, swallow it! Swallow it, swallow it!  Ye? Ye?
"
26,1,Cupid Me,"Eric?
"
26,1,Cartman,"Cupid Me?! You guys! It's Cupid Me! He’s back!
"
26,1,Cupid Me," What day is it?
"
26,1,Cartman,"Why, it’s Valentine’s Day, Cupid Me!
"
26,1,Cupid Me,"Valentine's Day?! Well then I need to get to work!  Teeheehee Teeheehee!
"
26,1,Cartman," Yeah!
"
26,1,Conference Woman,"We have a young man who is joining us here today to… talk about stereotypes and the harm that they can bring. Young man, what is your message.
"
26,1,Kyle,"My message is, we can't control what people say, so we have to be smart about what we choose to believe. If one idiot says that a certain group ""runs Hollywood"", look into it. With very minimal effort, you will find that ""Hollywood"" is a multi-tiered industry run by tens of thousands of people from all over the world. In the past, Jews were shut out of most professions, so they came to dominate vaudeville, which back then was considered too low-brow for good Christians. Those Jews eventually moved West and started the first movie studios when movies were also considered work for the underclass, and their descendents are now a decent percentage of the thousands of people of all races that make Hollywood run.
"
26,1,Conference Man 1,"This young man has said in plain words what so many of us in Hollywood have been trying to get people to understand.
"
26,1,Older Man 1,"To hear it all so plain, and so passionate, this kid thinks about things the way we all need to.
"
26,1,Conference Man 2,"You know what I think? I think this kid should run Hollywood!
"
26,1,Conference Man 3,"Yeah! 
"
26,1,Kyle,"Woah, woah-- wait, what? Woah.
"
26,1,Conference Man 1,"Let him run Hollywood!
"
26,1,Conference Man 2,"Yeah, give the kid a chance! C’mon!
"
26,1,Conference Man 4,"Let him do it!
"
26,1,Kyle,"God dammit!
"
26,1,Crowd," Let the Jew run it! Let the Jew run it! Let the Jew run it! Let the Jew run it!
"
26,2,Announcer,"Today is a tragic day for Canada. Thousands of Canadians have gathered to mourn the passing of their beloved mother. The Queen is dead.
"
26,2,Announcer,"Every Canadian everywhere is feeling absolute emptiness right now. And now the casket is brought down the aisle with the Queen inside. The Queen's body being carried by the royal guard. What a horrible day for Canada and therefore the world.
"
26,2,Kyle,"Ike -- Ike, come on, dude, you can't keep doing this.
"
26,2,Ike,"She's dead. She's dead, Kyle.
"
26,2,Kyle,"Ike, the Queen died like four months ago. You gotta let it go.
"
26,2,Announcer,"And here comes Canada's most beloved musician, Sir Smelly John.  Yes, Smelly John is sitting down at the piano with a tribute for the Queen, I believe.
"
26,2,Sir Smelly John,"
Goodbye, queefy Queen
Seems as though you've queefed your last queef...




"
26,2,Kyle,"Okay, it's 7:00, it's my turn to use the computer.
"
26,2,Ike,"No!
"
26,2,Kyle,"Ike, me and my friends are playing ""Darktide"" right now. Get off!
"
26,2,Ike,"Fuck you, Kyle! 
"
26,2,Announcer,"Oh, and now people are starting to stare angrily. Y-Yes, it looks like the Prince and his new wife have just shown up.  The Prince and his wife have, of course, been bashing the Canadian monarchy. A lot of Canadians hate them now.  Oh, and I believe the Earl of Halifax has just farted on the Prince's wife's face! The Prince seems to have taken offense to this. Oh, this is bad now.
"
26,2,Kyle,"Ike, I'm playing ""Darktide"" with my friends!
"
26,2,Ike,"No, get off me!
"
26,2,Kyle,"Ike, goddamn it, get off!!
"
26,2,Kyle,"Hey, guys.
"
26,2,Stan,"Kyle, dude, where were you last night?
"
26,2,Cartman,"Yeah, we were all waiting.
"
26,2,Kyle,"Look, I know you think I haven't been showing up for things, but -- but I got screwed by my little brother. He just keeps crying about the Queen. And then there's this Prince and his wife and they're bashing the Canadian monarchy.  I guess it's like people don't even know why they showed up to the funeral. But anyway, I'm really sorry I ruined game time for everyone.
"
26,2,Cartman,"You didn't ruin it for anyone. We played without you.
"
26,2,Kyle,"What? Y-You guys, we -- we said we'd all level up together.
"
26,2,Stan,"Well, yeah, we're all like level 12 now.
"
26,2,Cartman,"We got some sweet drip, dude.
"
26,2,Kenny,"(Sweet drip, dude!)
"
26,2,Kyle,"But this isn't fair, it wasn't my fault.
"
26,2,Tolkien,"Hey guys. Did you get to upgrade your gun, Stan?
"
26,2,Stan,"Yeah, it's got a lot better range now. What about you? 
"
26,2,Tolkien,"I kept the same gun, but I got some sweet drip. 
"
26,2,Cartman,"Nice, sweet drip, dude!
"
26,2,Kenny,"(Haha, yeah, sweet drip, dude.)
"
26,2,Butters,"It stinks, doesn't it?
"
26,2,Kyle,"What stinks?
"
26,2,Butters,"When people make certain judgements about you. I've been watching you, Kyle, and I can see your having some problems with your brand.
"
26,2,Kyle," My brand?
"
26,2,Butters,"You see, everyone has an image, Kyle. Some kids call it your credibility, or your reputation, but those things are just little parts of something much more important -- your brand. Think about it, Kyle. Who are you?
"
26,2,Kyle,"I'm just -- I-I'm just me.
"
26,2,Butters,"See? You don't know what your brand is. So how is anyone else supposed to know? It's like a commercial for Kyle, but you're not putting a label on the jar.
"
26,2,Kyle,"Butters, this seems very out of character for you.
"
26,2,Butters,"That's because I've been workin' on my brand. My parents saw that my brand wasn't working with people, so they sent me to brand management.
"
26,2,Kyle,"Brand management?
"
26,2,Butters,"Hi, Mr. Davis!
"
26,2,Mr. Davis,"Well, Butters Stotch. How you doing there, Butters? How's the brand going?
"
26,2,Butters,"Great! I made two friends, and a girl asked me to help her with her homework.
"
26,2,Mr. Davis,"Well, there ya go there, Butters.
"
26,2,Butters,"My friend Kyle here was thinking of reworking his brand a bit, and I told him maybe you could help.
"
26,2,Mr. Davis,"Oh, well, sure there, Kyle, let's just get you to fill out a CumHammer survey, and then we'll go in the back and come up with some options for ya.
"
26,2,Announcer,"Live, from the television studios in Toronto, it's ""Good Morning, Canada!"" 
"
26,2,Host,"It has been several months since our beloved Queen has died. All Canadians are finding it hard to go on. All Canadians, that is, except for our first guests, The Prince and his wife.
"
26,2,Prince and Princess,"We want privacy! We want privacy!
"
26,2,Prince,"Thanks for having us in the show. 
"
26,2,Princess,"It's so awesome to be here. It's great.
"
26,2,Host,"So let me start with you, sir. You lived a life with the royal family, you had everything handed to you, but you say your life has been hard, and you've written all aboot it in your new book, ""Waaagh.""
"
26,2,Prince,"Yes that's right, fwiend. You see, my wife and I are --
"
26,2,Princess,"I was totally like, ""You should write a book 'cause your family's, like, stupid, and then so are, like, journalists.""
"
26,2,Host,"So you hate journalists?
"
26,2,Prince,"That's right!
"
26,2,Host,"And now you wrote a book that reports on the lives of the royal family.
"
26,2,Prince,"Right.
"
26,2,Host,"So you're a journalist.
"
26,2,Princess,"We just want to be normal people. All this attention is so hard.
"
26,2,Host,"Isn't it true, sir, that your questionable wife has her own TV show and hangs out with celebrities and does fashion magazines?
"
26,2,Prince,"What are you suggesting?
"
26,2,Host,"Well, I just think some people might say that your Instagram-loving bitch wife actually doesn't want her privacy?
"
26,2,Prince,"How dare you, sir! My Instagram-loving bitch wife has always wanted her privacy! And you know what else? To hell with Canada! We are leaving! We'll go find some quiet place where we can be normal people! Come on, wife.
"
26,2,Prince and Princess,"We want privacy! We want privacy!
"
26,2,,"
Come, on, come on,
Come on, come on, come on,
It's the Worldwide Privacy Tour
Come on, come on,
Come on, come on, come on,


"
26,2,Prince and Princess,"We want privacy!
"
26,2,,"
It's the Worldwide Privacy Tour
Come on, come on, come on
'Cause we want some privacy


"
26,2,Prince and Princess,"We want privacy! We want privacy!
"
26,2,,"
It's the Worldwide Privacy Tour
Come on, come on, come on
Because we need some privacy
It's the Worldwide Privacy Tour


"
26,2,Prince and Princess,"We want privacy! We want privacy!
"
26,2,,"
The Worldwide Privacy Tour is coming soon to your town
We're coming soon to your town, give us privacy
Come on, come on, come on
It's the Worldwide Privacy Tour


"
26,2,,"
Come on, come on, come on,
Come on, Come on
It's the Worldwide Privacy Tour
Come on, come on, come on
'Cause we want some privacy


"
26,2,Mr. Davis,"Alright there, Kyle, we got your survey answers, and I think we've put together some great ideas for your brand. I want understand you want people to like you more and think you're cool. Is that right?
"
26,2,Kyle,"Yeah.
"
26,2,Mr. Davis,"Alright, well, let's see how this brand works for you. We got... Kyle -- Rugged. Vegan. Compassionate. Victim.
"
26,2,Kyle,"I-I don't think that's really me.
"
26,2,Mr. Davis,"Well, that's fine 'cause there's a lot of different brands people are attracted to. How about this one?  Kyle -- Senstitive. Outdoorsy. Frugal. Victim.
"
26,2,Kyle,"I'm not -- I'm not that outdoorsy.
"
26,2,Mr. Davis,"Okay, well, remember there, Kyle, it's not so much about who you are as much as it is about what people are attracted to, okay? So, let's see, how about this?  Kyle -- Wealthy. Handsome. Multi-talented Grammy Award-Winning. Victim. Oh, that -- that one's taken already. Sorry. Hold on.  Just a minute, Kyle. We're gonna find a good one here for you.
"
26,2,Butters,"You'll see, Kyle. When you have your brand up and runnin', no one can stop you.
"
26,2,Princess,"Look at this town. There's just something about it. Oh, darling. I think this might be the place.
"
26,2,Prince,"You really think so?
"
26,2,Princess,"It's so quiet and empty here. If we moved here, then people would think we're really serious about wanting to be normal.
"
26,2,Prince,"It does seem perfect, doesn't it? We can have a fresh start here. Lead a normal life and have babies.
"
26,2,Princess,"Can we? Can we really move here and finally have our privacy?
"
26,2,Prince,"My love, I will do anything for your privacy.
"
26,2,Prince,"The couch goes in the first room! Ay, be careful with that TV, buddy! Drum set goes on the second floor.  Wait, put it down. I want to make sure it isn't damaged.
"
26,2,Kyle,"What the hell?
"
26,2,Prince," Hey! Hey, you! Hey, what are you looking at?! You ever heard of privacy?!
"
26,2,Kyle,"What?
"
26,2,Kyle,"You guys, I am so sorry. I totally was going to play with you guys online but the Prince of Canada and his wife moved in across the street from me. They have this huge jet parked in front of my house and then they kept trying to get me to buy their stupid book and -- and, anyway, I'm sorry I messed up another game night.
"
26,2,Stan,"It's okay, dude, we had a great time.
"
26,2,Cartman,"Yeah, we are literally dripping with drip.
"
26,2,Kyle,"Well, I just want you guys to know that I am a reliable, fun-loving, punctual victim.
"
26,2,Stan,"...'Kay, well, we gotta get to class.
"
26,2,Kyle,"I'm really working on myself! You're gonna like what you see! 
"
26,2,Mr. Davis,"As a child, you see the world in a different way. You see the wonder in nature, and you're starting to learn more about yourself, all the time. And you're learning that there's something more important than you ever thought -- your brand. It's what defines you. And with brand management, you can make sure others see you the way they want to see you.
"
