Season,Episode,Character,Line
25,1,Mr. Mackey,"You don't understand how important pajama day is to kids. It's like the Met Gala for children.
"
25,1,PC Principal,"If I change my mind now, I look weak.
"
25,1,Mr. Mackey,"Mmkay... but I don't think this is gonna end up the way you want it to. 
"
25,1,Boy,"Hey look, it's Eric Cartman!
"
25,1,Liane," Eric! Eric!  it's okay! What's wrong?!
"
25,1,Cartman,"panting] Oh, God! I-I was at the school and it– it was pajama day, and I– I didn't have pajamas on and then I died! And then I died!
"
25,1,Liane,"Shh! Eric! Eric, it's okay, sweetie. Shh.
"
25,1,PC Principal,"Yes hello, Ms. Cartman. This is the school principal returning your call. What can I do for you?
"
25,1,Liane,"Uh, yes, I understand that you told my child that he isn't allowed to wear pajamas this Friday? What is this, Nazi Germany?
"
25,1,PC Principal,"Your son is part of a class that lost their pajama day privilege, correct.
"
25,1,Liane,"Well, I'm sorry, but I don't think it's safe for Eric to not wear his pajamas on pajama day. He could die.
"
25,1,PC Principal,"Well I've already made my decision, and it's final.
"
25,1,Liane,"Well, I'm not really sure where you get off telling me what my son can and can't wear. What do you think about that?
"
25,1,Cartman,"Yeah, get 'em, mom! Tell him to fuck off!
"
25,1,Liane,"In fact, I think you can fuck off.
"
25,1,PC Principal,"Ms. Cartman, if you are worried about your son's safety, then perhaps you should just keep him home for pajama day.
"
25,1,Liane,"Uh, I can just keep him home on pajama day?
"
25,1,Cartman,"No, I can't stay home because you have to go to work because fucking Matt Damon told you fortune favors the brave and now you lost all your fucking money!
"
25,1,Liane,"Matt Damon told me fortune favors the brave, and I lost all my fucking money!
"
25,1,PC Principal,"I'm sorry?
"
25,1,Liane,"I'm going to rally all the parents, and I'm going to the press! If my son can't wear his pajamas to school, then no kids are going to wear their pajamas to school! 
"
25,1,Cartman,"Fuck yes, mom, that was fucking sweet! Wait, no, I want to wear my fucking pajamas to school! You fucked it up, Mom!
"
25,1,Reporter,"Tom, guten tag and heil Hitler. Apparently, we are living in Nazi Germany. The elementary school behind me is telling some students they can't wear their pajamas to pajama day. The principal of the school says the students are being reprimanded for bad behavior. But many parents are left wondering... nehmen sie meinen Schlafanzug? The school's mandate has caused a backlash with members of the community who are now wearing their pajamas to work in protest!
"
25,1,Laurie Berkner,"Pajama time! 
"
25,1,Randy,"Making a difference can be fun!
"
25,1,PC Principal,"Testaburger!
"
25,1,Wendy," Oh, fuck!
"
25,1,PC Principal,"I need to talk to you now! 
"
25,1,Wendy,"Yes?
"
25,1,PC Principal,"Ms. Testaburger, I need you to get me out of this.
"
25,1,Wendy,"Sir?
"
25,1,PC Principal,"I made a tactical decision. Now if I go back and say maybe I was wrong, I look weak.
"
25,1,Wendy,"Well, Mr. principal, if you just–
"
25,1,PC Principal,"Zip it! I need you to get everyone in your class to work together and have Mr. Garrison come to me saying your pajama day should be reinstated. You get the girls and the boys to work together. This is your problem now, Testaburger. 
"
25,1,Frank,"Hey, guys– I just wanna say I'm really proud to be a part of this office. Wearing our pajamas shows that we care about those school kids– that we care about other people. South Park Realtors!
"
25,1,All,"South Park Realtors!
"
25,1,Mike,"Hey guys– sorry I'm a little late. Got a flat tire on the interstate.  What's the latest news?
"
25,1,Frank," What's going on, Mike?
"
25,1,Mike,"Well, what do you mean?
"
25,1,Frank,"You're not wearing... pajamas.
"
25,1,Mike,"Oh– yeah– I-I didn't really wanna wear pajamas.
"
25,1,Frank,"We're all wearing pajamas.
"
25,1,Mike,"Yeah, I just didn't want to with the rain and slush outside. It just... didn't make any sense to wear pajamas.
"
25,1,Unnamed Man #1,"Uh, Mike, we're trying to do the right thing, and it only works if we all wear pajamas.
"
25,1,Mike,"Well you can't force me to wear pajamas! What is this, Nazi Germany?
"
25,1,Frank,"We aren't telling you to wear pajamas– he walks over and opens the door] But I'm pretty sure this sign right here on the door says you have to wear pajamas!
"
25,1,Unnamed Man #2,"Hey, Mike, just put on some pajamas. It's not a big deal.
"
25,1,Mike,"Good, if it's not a big deal, then I'll choose not to wear pajamas.
"
25,1,Unnamed Woman #1,"You redneck, gun toting piece of shit.
"
25,1,Cartman,"Ladies and gentlemen. We have been at war for too long. Yesterday, Wendy Testaburger came to me and said we need to get the boys and girls together to find a solution for pajama day. I was delighted.  We must put our differences aside, because we all want one thing. The right to be in our jam jams this Friday all cozy wozy.
"
25,1,Heather,"It's comfy womfy.
"
25,1,Cartman,"Comfy womfy, cozy wozy, the point is, we are getting fucked.
"
25,1,Wendy,"We all have to be on the same page here.
"
25,1,Cartman,"That's right. We need all of us. Boys and girls working together.  And so together, what are we going to do?
"
25,1,Butters," We could shoot up the school!
"
25,1,Cartman,"Shoot up the school, nice. It's just done a lot. Anything a little more original?
"
25,1,Craig,"We burn down the cafeteria?
"
25,1,Jimmy,"We smear human shit on all the windows?
"
25,1,Wendy,"We apologize.  You guys want a chance to save pajama day? Then join us in telling Mr. Garrison we're all sorry.
"
25,1,Craig,"We didn't fucking do anything.
"
25,1,Wendy,"At school tomorrow, we all tell Mr. Garrison he was right and that we've been terrible students. That we weren't listening and that he deserves to be angry with us. We tell him how much we care and that we want to see him more as a human being than just a teacher.
"
25,1,Cartman,"That is just the kind of manipulative, psychotic thinking that we needed.
"
25,1,Stan,"We can do this! 
"
25,1,Wendy,"We just have to be brave.
"
25,1,Cartman,"But not too brave or else Matt Damon will come and take all our money.
"
25,1,Craig,"Alright, dude, can we lay off the Matt Damon jokes, please? They're just getting old.
"
25,1,Reporter,"Tom, warm up the wienerschnitzel and put on your lederhosen, because now people are being told to stop making Matt Damon jokes. Opponents are claiming that the jokes are already tired and Matt Damon had every right to make a Bitcoin commercial, so the jokes need to stop. All we can say is– Verzeihung für die Witze. 'Cause it's gettin' real Nazi Germany up in here. Back to you, Tom.
"
25,1,IHOP Customer,"This is totally ridiculous, you know that, right?
"
25,1,Sarah,"I'm sorry, sir, but we aren't seating anyone who isn't wearing their pajamas.
"
25,1,IHOP Customer,"Please, ma'am, I just want to sit down and eat.
"
25,1,Sarah,"I understand, but the management prefers that everyone inside be nice and comfy womfy.
"
25,1,IHOP Customer,"So I have to be comfy womfy to get a Rooty Tooty Fresh N' Fruity?
"
25,1,Sarah,"Sir, I'm just the hostess here. If you prefer, you only need to wear your pajamas to get in. You don't have to wear them at your table while you're actively eating.
"
25,1,IHOP Customer,"So it's okay if we put on our pajamas, walk through the whole restaurant to the table, and then take our pajamas off. What is the fucking point?! 
"
25,1,Police Officer #1,"What seems to be the problem here? 
"
25,1,IHOP Customer,"Oh, I see! Bringst du mich ins Gefängnis? Bringst du mich der Führer? 
"
25,1,Wendy,"Remember... no matter how angry he is, tell him he's right. 
"
25,1,Mr. Garrison,"Good morning, class!  Good mornin'! Good morning'! Good mornin', good mornin'. To you and you and and you and you!  So... how are you guys?  You're probably wondering how things are with Rick. I just flat out told him that Marcus was still calling me and you know what Rick said? He said, ""If you're not over Marcus, then take some time. I'll be here."" Is that not the sweetest thing you've ever heard? I called him back like three minutes later and I said, ""I don't need time. I need you."" I said, ""Can I just come over?"" And the way he held me when I got to his house, it was like, ""Ohhh, this is security."" And then later on when we were in bed, I'd had my head on his chest, and I was just playing with his chest hairs a little bit, and I said– Excuse me, Butters, are you paying attention?  Could somebody wake Butters up, please?
"
25,1,Kyle,"Dude!
"
25,1,Butters,"Wuh huh huh?! Yes?
"
25,1,Mr. Garrison,"I'm sorry Butters, am I boring you?
"
25,1,Butters,"Uh, no, sir!
"
25,1,Mr. Garrison,"Okay, well, then maybe you can tell me what Rick said when I told him about Marcus?!
"
25,1,Butters,"Uh... Huh... He...
"
25,1,Mr. Garrison,"Anybody? Does anyone know what I said when Rick held me tight?!
"
25,1,Wendy,"""This is...""
"
25,1,Cartman,"""This is really nice""?
"
25,1,Mr. Garrison,"""This is security!"" None of you are paying attention! None of you know the answers, do you?!
"
25,1,PC Principal,"What's going on, students?
"
25,1,Cartman,"Aw, God damnit!
"
25,1,Yates,"Jesus, I've never seen so many arrests in one day!
"
25,1,Police Officer #2,"Sir, we got another one.
"
25,1,Yates,"But she's wearing pajamas.
"
25,1,Police Officer #2,"Yeah but she was caught shitting on the car of a guy who wasn't wearing pajamas.
"
25,1,Unnamed Woman #3,"That's right, and I'd do it again.
"
25,1,Yates,"Alright, put her in with the others.
"
25,1,IHOP Customer,"Hey, don't put that pajama wearing slut in here with us!
"
25,1,Police Officer #3,"Chief, they're asking for your assistance down on Brighton street,
"
25,1,Yates,"What now?
"
25,1,Police Officer #3,"Looks like we got a domestic dispute.
"
25,1,Yates,"Oh, finally something normal!
"
25,1,Mr. Billings,"I told her I just wanna go to bed! If you're not gonna let me go to bed then I'm calling the police!
"
25,1,Mrs. Billings,"He's just gonna go to bed wearing the clothes he wore all day! I don't wanna sleep in that filth!
"
25,1,Mr. Billings,"Well, I don't have to wear pajamas!
"
25,1,Yates,"Okay, Mr. Billings, but... you have to understand, it is bedtime.
"
25,1,Mr. Billings,"So what?
"
25,1,Yates,"Well, you should just understand where your wife is coming from. If any time makes sense to wear pajamas, it would be as you're going to sleep at night.
"
25,1,Mr. Billings,"I don't care what time of day it is, I don't ever wear pajamas!
"
25,1,Yates,"Alright, alright, listen. What if you were on a ski vacation. Hmm? A nice cozy condo after a long day hitting the slopes. The fire is crackling. You've got a cup of cocoa. You're telling me you wouldn't wear pajamas then?
"
25,1,Mr. Billings,"No, I wouldn't wear pajamas!
"
25,1,Mrs. Billings,"You would beg me for pajamas if we had a condo and cocoa!
"
25,1,Mr. Billings,"No I wouldn't! No I wouldn't!
"
25,1,Yates,"Alright, alright, is there any way the two of you could go to sleep tonight in this house together?
"
25,1,Mrs. Billings,"He's not getting in bed in his clothes.
"
25,1,Yates,"Okay, then you can just come sleep downtown at the station. Take her in, boys.
"
25,1,Mrs. Billings,"What?!  Oh, my God!
"
25,1,Mr. Billings,"Ha ha, bye bye!
"
25,1,Unnamed Man #4,"They're arresting people in pajamas? What is this, Nazi Germany?! 
"
25,1,Yates,"Take him in, too!  Arrest those people, and all of those people! This whole town is a powder keg about to go off. And tomorrow is pajama day.
"
25,1,Reporter,"Tom, es ist ein wunderschöner Morgen und der Pyjama Tag ist endlich da. Alle Kinder tragen Schlafanzug ausser es würde den Kindern verboten. Eine band spielt das traditional lied von Deutschland, und allen sind glücklich...  Lich rennen! Sie müssen gehen!  Pyjama Tag ist hier. Back to you, Tom.
"
25,1,Reporter,"Hast du einen Matt Damon witz gemacht? Ich habe keinen Matt Damon witz gemacht.
"
25,1,PC Principal,"What the fuck, bro?
"
25,1,Wendy," You wanted to see me, sir?
"
25,1,PC Principal,"Bro... What am I supposed to do?  Do you know what a principle is? A principle is something that you see as a fundamental truth. You do something that you think is right out of principle! That's why I wanted to be principal. Tell your class they can run back home and put on their pajamas. I'll hand in my resignation this afternoon.
"
25,1,Wendy,"Sir, maybe people won't lose respect for you if you change your mind. Saying you were wrong is sometimes the strongest thing you can do.
"
25,1,PC Principal,"You're totally wrong about that. When all these people see I caved in to their insults and their offensive World War II comparisons, I'll be done.
"
25,1,Wendy,"Then we can't put on our pajamas. Out of principle. The kids will be okay. At least we still have opposite day to look forward to.
"
25,1,PC Principal,"No, you– Wait. What did you say?
"
25,1,Wendy,"I said we'll be okay.
"
25,1,PC Principal,"No. What day is opposite day at school?
"
25,1,Wendy,"It's always the second Friday in March.
"
25,1,PC Principal,"Testaburger! That's it!
"
25,1,PC Principal," Attention all students, this is your principal. I need to inform you that a mistake has been made. Mr. Mackey, your counselor, totally screwed up the calendar. Today is not pajama day. It is in fact opposite day.  So we will be having breakfast for lunch in the cafeteria, and anything else you've been told to do, you can now do the opposite.
"
25,1,Cartman,"Fuck yes! It's opposite day!
"
25,1,Unnamed Woman #1,"Hey, Frank! It looks like it's over! The school says the kids can wear what they want because it's opposite day.
"
25,1,Frank,"It's opposite day? Well, shit, we gotta go put some normal clothes on!
"
25,1,Unnamed Man #4,"Aw, how come?
"
25,1,Frank,"Because we are people who believe very strongly in wearing pajamas to the workplace. If we're wearing pajamas on opposite day, that means we don't normally wear pajamas and we're douchebags like Mike!
"
25,1,Yates,"Alright, you can all go home. It's opposite day.
"
25,1,IHOP Customer,"Oh, then should I be wearing pajamas?
"
25,1,Unnamed Man #5,"I don't know what to wear now.
"
25,1,Unnamed Man #6,"You can't make me wear pajamas!
"
25,1,Yates,"That's fine, you can all wear whatever you want as long as it covers your dick and tits.
"
25,1,Unnamed Man #6,"You can't make me cover my dick and tits!
"
25,2,Spokesperson,"As farmers and cultivators of marijuana, we have a responsibility to society...  I know we all respect the crop here, and we seek each day to better understand the nuances and legitimacy of its uses.
"
25,2,Randy,"Let's go weed! Wew!
"
25,2,Spokesperson,"But we growers must face a harsh reality– Since the legalization of marijuana, communities of color, black and brown Coloradans, those most affected by the racist war on drugs, have now been locked out of the wealth creation of the industry.  Luckily, the public is starting to understand this unfairness– and many people are now talking of boycotting cannabis growers who are only white owned.
"
25,2,Randy,"Boycotting what? Wait... what?
"
25,2,Spokesperson,"We are seeing a healthy and dramatic spike in consumers who demand that their marijuana be grown by those who understand the fight for social equity.
"
25,2,Randy,"Ugh ahhug–
"
25,2,Spokesperson,"The bottom line is this– a completely white owned weed business these days... just isn't going to survive. 
"
25,2,Randy,"Guys... I wanna have kind of a tough talk with you. We don't really have any black friends, we don't reach out to the black community. Shelley, you never bring any black dudes over. I mean, Stan, your three best friends are all white.
"
25,2,Stan,"There's only one black kid in my whole class.
"
25,2,Randy,"Yes, that kid Token. How come you never hang out with him?
"
25,2,Stan,"I do hang out with him!
"
25,2,Randy,"In a group maybe, but I don't recall just you and Token ever doing anything. I've never seen Token here at the farm, just like the two of you guys. Why not?
"
25,2,Stan,"I... I don't know.
"
25,2,Sharon,"Randy, stop. We're not racists.
"
25,2,Randy,"We'd like to think that, wouldn't we? But... actions speak louder than words, gang. I guess... I guess I just want you to think about it. 
"
25,2,Stan,"Uh, hey, Token.
"
25,2,Tolkien,"Oh, hey Stan.
"
25,2,Stan,"Uh, listen, I uh... How you doin'?
"
25,2,Tolkien," Fine.
"
25,2,Stan,"Um... You think your family would wanna come over for dinner? Out at our farm?
"
25,2,Tolkien,"It's kinda far, isn't it?
"
25,2,Stan,"Yeah but... Look, Token, I think maybe you and I should hang out more.
"
25,2,Tolkien,"What are you talking about?
"
25,2,Stan,"I mean, we never just hang out, you and me.
"
25,2,Butters,"Hey, we never hang out just you and me either, Stan!
"
25,2,Stan,"Shut up, Butters. Look, just will you please just see if your family will come over for dinner? It would mean a lot.
"
25,2,Randy,"Ok, there we go. This is a farm fresh hemp salad sourced locally here at Tegridy! Alright, come on everybody, dig in.
"
25,2,Linda,"Thank you so much for having us over. This is really nice.
"
25,2,Steve,"We've never been to a marijuana farm before.
"
25,2,Randy,"Well, you know, with our boys starting to become so close– we thought we better get the families together! If they're friends, then we need to be friends! Huh?  Do you mind if I post this?  Check out our friends! 
"
25,2,Steve,"Randy... I hope you didn't invite us here because we're black.
"
25,2,Randy,"W-what are you talking about?
"
25,2,Linda,"It's just that the past year or so a lot of people have been inviting us over to dinner and then taking pictures of us to show everyone on Instagram.
"
25,2,Randy,"Oh, that's so lame. No, we really just wanted to get to know you guys better since Stan is friends with Token. You know... just out of curiosity– why did you guys name him that?
"
25,2,Steve,"What do you mean?
"
25,2,Randy,"Well– I mean, it's just kind of an odd name, isn't it? Like, some people might think you guys naming your son that isn't very cool.
"
25,2,Steve,"People have a problem with Tolkien's name?
"
25,2,Randy,"Well I mean other people just think it's a little... I mean, come on, I mean, I'm– I'm not calling you guys racist, but– why did you name your son that?
"
25,2,Linda,"My husband has always been a huge fan of Lord of the Rings and The Hobbit.
"
25,2,Steve,"I wanted to name my son after my favorite author. But she didn't want to name our son J.R.R., so we just named him Tolkien.
"
25,2,Randy," His name is Tolkien?
"
25,2,Steve,"Yes, you know his name is Tolkien!
"
25,2,Stan," I thought your name was ""Token"".
"
25,2,Tolkien,"My name is ""Tolkien"".
"
25,2,Steve,"Sorry, I don't think it's that weird. J.R.R. Tolkien is one of the most prolific, influential writers of our time.
"
25,2,Randy," Holy shit, that's what his name means?
"
25,2,Steve,"What did you think his name meant?
"
25,2,Randy," Would you like to see how we grow and process our weed?
"
25,2,Randy,"You see, it's all about refinement. Here at Tegridy, we believe the best weed is untouched from the earth– so we distill it down to its basic essence. Over there are our clean out vats and up here we have our first stage drying racks. Oh, real quick!  It all takes about six days from the field to a jar that we can sell. So... what do you think?
"
25,2,Steve,"It's... uh, very involved.
"
25,2,Randy,"Yeah, it takes a lot. You know– I just had a crazy idea... Our boys are best friends now... Why don't you come work for Tegridy?
"
25,2,Steve,"Randy, I have a job. I'm a very successful co-executive of a financial consulting firm.
"
25,2,Randy,"Oh my gosh– I was just saying we could really use a co-executive of financial consulting! Look, I... Would it be okay if... If I sent you some of our receipts and you could help us– financial consult?
"
25,2,Steve,"Well that's what we do... Sure.
"
25,2,Randy,"Oh my God, this is amazing. Here's to the start of something wonderful. Would you like some free weed?
"
25,2,Steve,"No.
"
25,2,Kyle," Hey Stan.
"
25,2,Stan,"Dude... my head is reeling, you're not gonna believe this.
"
25,2,Kyle,"Not gonna believe what?
"
25,2,Stan,"Token's name isn't Token. It's Tolkien.
"
25,2,Kyle,"Yeah, I know it's Tolkien.
"
25,2,Stan,"No, no, no, no. He's named after the guy who wrote The Hobbit and stuff!
"
25,2,Kyle,"Yeah, I know. J.R.R. Tolkien. What did you think it was?
"
25,2,Stan," You knew it was Tolkien like the writer.
"
25,2,Kyle,"Everyone knew it was Tolkien.
"
25,2,Stan,"No, no, no! No, no, no, no! I distinctly remember Cartman wearing a shirt where he spelled it T-O-K-E-N.
"
25,2,Kyle,"Yeah, dude, ‘cuz Cartman's a fuckin' moron.
"
25,2,Stan,"Wha– hold on a second! 
"
25,2,Cartman," Whatsup, dog.
"
25,2,Stan,"Dude, Cartman, did you know that Tolkien is named after J.R.R. Tolkien?
"
25,2,Cartman,"Well yeah, I just figured.
"
25,2,Stan,"Then why did you spell it ""Token"" without the ""L"" or the ""I""?!
"
25,2,Cartman,"J.R.R. Tolkien has an ""L"" in it? That's gay. Who did you think Tolkien was named after?
"
25,2,Tolkien," Stan? You out here?
"
25,2,Stan,"Uh, yeah, hang on a second Tolk-kien, just taking a shit.
"
25,2,Tolkien,"Oh, okay, sorry.
"
25,2,Stan,"Oh my God... I suck...
"
25,2,Radio,"This is your mornin' commute, South Park. Looks like we have a bit of slowing heading into town. There's like a truck and a couple cars... maybe take ya a couple minutes there. Also, if you're heading out of town on the main road there's a– there's like a car there, too.
"
25,2,Steve,"What the fuck? 
"
25,2,Radio,"Now let's look at the weather...Weather's looking like we're gonna have a little bit of snow. And the uh– 
"
25,2,Steve,"What the hell are you doing?
"
25,2,Randy,"Taking shit tons of Tegridy orders. Sales are going nuts right now.
"
25,2,Steve,"No– why is my face on a billboard?!
"
25,2,Randy,"Because we work together?
"
25,2,Steve,"You said you just needed someone to help with accounting!
"
25,2,Randy,"Yes, but then– you got promoted! I was gonna surprise you. Don't you see how lucrative this can be? I mean, we make a pretty damn good team in the weed business. I mean, we are Ben and Jerry– We're Ben and Jerry. You're Jerry, and I'm Ben.
"
25,2,Towelie,"I thought I was Jerry...
"
25,2,Randy,"No, you're a towel.
"
25,2,Towelie,"Oh, that's even better.
"
25,2,Steve,"I told you before that I'm not interested in the marijuana business. I don't believe in drinking or doing drugs.
"
25,2,Randy,"Doing dru– Do you remember when Bilbo first set out with the dwarves to fight Smaug? What's the first thing they all did? They partied their asses off.  Chip the glasses, click the plates. That's what Bilbo Baggins hates.  And then they certainly had an adventure together, didn't they? Filled with...  Lucrative treasure.
"
25,2,Steve,"You really think we could make a lot of money together?
"
25,2,Randy,"Ben and Jerry, my man. Ben and fuckin' Jerry.
"
25,2,Doctor,"Hey-hey! Stan the man! How ya doin' buddy? 
"
25,2,Stan," Okay, I guess...
"
25,2,Doctor,"The nurse said you came here by yourself. No parents?
"
25,2,Stan,"I kinda wanted to talk about something in private.
"
25,2,Doctor,"Oh, okay, pal. What is it?
"
25,2,Stan,"I think... I might be horribly racist.
"
25,2,Doctor,"Well, kiddo... you don't normally go to a doctor's office for feeling racist, but tell me what happened.
"
25,2,Stan,"So... there's this kid at my school, and... he's black. And his parents named him after the guy that wrote Lord of the Rings.
"
25,2,Doctor,"Uh huh, Tolkien. Great name.
"
25,2,Stan,"Yeah... well, I-I thought his name was Token. Like– like a black kid that's just there so that... like... there's a black kid.
"
25,2,Doctor,"Uh huh... and how long have you thought that?
"
25,2,Stan,"The whole time! I've thought that the whole time!
"
25,2,Doctor,"Wow. Fuck you.
"
25,2,Stan,"Huh?
"
25,2,Doctor,"You really thought a couple of black people had a child and named him Token? Why would anyone name a black kid Token? You're a piece of shit.
"
25,2,Stan,"No, I was just try–
"
25,2,Doctor,"You were just going along with the dominant culture of the white paradigm, that's what you were just– Get out of my office, you make me sick!
"
25,2,Stan,"I'm sorry!
"
25,2,Doctor,"I don't know what's wrong with some people. I wonder if anyone else thought that this kid's name was Token? Hmm? Anybody? Anyone else just assume his name was Token? Because that's disgusting, and you are the problem.
"
25,2,Stan,"Doctor?
"
25,2,Doctor,"I thought I told you to get out of my office, because you seriously make me sick– I'm gonna shit my fucking pants right now.
"
25,2,Stan,"Doctor, please, I don't want to be like this! I'll do anything, just tell me what to do!
"
25,2,Doctor,"Oh, you wanna change? Then I suggest you start doing a lot of reading.
"
25,2,Stan,"Okay, what should I read?
"
25,2,Doctor," And I suggest that when you're reading– you do it from the perspective of a black person! 
"
25,2,Narrator,"  The knight Pigwiggen rides on a frisky earwig, and sends his love, Queen Mab, a bracelet of emmet's eyes, making an assignation...  Old Tom Bombadil was a merry fellow. Bright blue his jacket was, and his boots was yellow...  It is told that in their beginning, the dwarves was made by Aule in the darkness of Middle-Earth.
"
25,2,Randy,"

Black puppy and white puppy
Play together in the backyard
Why can't we?
Getting rough with a brand new chew toy
Oh boy
Let's all get along
We all know
That puppies are the same wherever you go
There are good puppies (Mm-hmm)
And bad puppies
When one of them chews a shoe...



"
25,2,Judge,"As the owners of Tegridy Farms, you are accused of plagiarizing a song for your marijuana company. How do you plead?
"
25,2,Randy,"Not guilty, your honor.
"
25,2,Judge,"The complaint says that you asked for the rights to the song ""Ebony and Ivory,"" but when you were turned down by Paul McCartney, you copied the song into something similar.
"
25,2,Randy,"Not true, your honor. I've never even heard Paul McCartney's version. ""Black Puppy White Puppy"" is a song I wrote by myself on my piano keyboard.
"
25,2,Randy,"

Black puppy, white puppy
Playing in the backyard, why can't we?
Black puppy, white puppy
Playing in the back...



"
25,2,Stan,"Guys... lately I've been doing a lot of soul searching. I've had to ask myself hard questions, because for a long time now, I've misinterpreted some amazing writing. I've done a lot of reading... And I've learned why Sauron built the black gate of Mordor across the path of Cirith Grogor, which led into the enclosed plain of Udun. I've learned that the Mouth of Sauron was once a man, who commanded the armies of Gorgoroth and dismissed Aragorn's claim as King.
"
25,2,Cartman," I think Stan's lost his marbles.
"
25,2,Stan,"I firmly believe that everyone would benefit from the school making required reading of these books. Because if we don't fully know about Tolkien, then we can make some terrible, offensive mistakes. In fact... did you guys know that our friend Tolkien, who goes to school here, is named after J.R.R. Tolkien?
"
25,2,Butters,"Yup!
"
25,2,Clyde,"Yeah, I knew that.
"
25,2,Heather,"Why else would his name be Tolkien if it wasn't for the guy that wrote the books?
"
25,2,Stan," My point is, we need to petition the school to make Tolkien required reading. To better understand our classmate. I think maybe we all haven't done enough to make sure than Tolkien doesn't feel isolated and left out.
"
25,2,Tolkien," Guys? Can I come in now?
"
25,2,Stan,"Not yet, Token. Just another couple minutes.
"
25,2,Tolkien,"W-what are you guys talking about?
"
25,2,Stan," Just a couple minutes, bro. 
"
